Source,Recording ID (if noted),Year,Date,Subpopulation (if specified),Province/State,Latitude,Longitude,Introductory Notes (if noted),Terminal Strophe type,Recordist
ARU,BONAMI_20090719_070400,2009,19/07/2009,,Ontario,48.04504,-85.92995,Ascending,Doublet,Jenn Foote
ARU,CASCADE_20090601_071700,2009,1/6/09,,Ontario,48.12117,-86.03338,Ascending,Doublet,Jenn Foote
ARU,HATCOVE_20090709_065400,2009,9/7/09,,Ontario,48.59406,-86.28141,Ascending,Doublet,Jenn Foote
ARU,HATTIE_20090602_064700,2009,2/6/09,,Ontario,48.57343,-86.27346,Ascending,Doublet,Jenn Foote
ARU,IMOGENE_20090614_064300,2009,14/06/2009,,Ontario,48.0236,-85.90396,Descending,Doublet,Jenn Foote
ARU,IMOGENE_20090615_064300,2009,15/06/2009,,Ontario,48.0236,-85.90396,Ascending,Doublet,Jenn Foote
ARU,NORTHSWALLOW_20090531_071800,2009,31/05/2009,,Ontario,48.22146,-86.11483,Ascending,Doublet,Jenn Foote
ARU,NORTHSWALLOW_20090601_071700,2009,1/6/09,,Ontario,48.22146,-86.11483,Descending,Doublet,Jenn Foote
ARU,OISEAU_20090602_071700,2009,2/6/09,,Ontario,48.38376,-86.1858,Ascending,Doublet,Jenn Foote
ARU,PLAYTER_20090603_071600,2009,3/6/09,,Ontario,48.57326,-86.24559,Descending,Doublet,Jenn Foote
ARU,PLAYTER_20090604_071600,2009,4/6/09,,Ontario,48.57326,-86.24559,Ascending,Doublet,Jenn Foote
ARU,PUKONT_20090708_065300,2009,8/7/09,,Ontario,47.99474,-85.88275,Ascending,Doublet,Jenn Foote
ARU,SWALLOW_20090527_065100,2009,27/05/2009,,Ontario,48.15306,-86.06153,Ascending,Doublet,Jenn Foote
ARU,W-GRAVEL_20090605_064500,2009,5/6/09,,Ontario,48.30508,-86.1554,Descending,Doublet,Jenn Foote
ARU,WILLOW_20090531_064800,2009,31/05/2009,,Ontario,48.50408,-86.24315,Descending,Doublet,Jenn Foote
ARU,BONAMI_20090714_065800,2009,14/07/2009,,Ontario,48.04504,-85.92995,Ascending,Triplet,Jenn Foote
ARU,CASCADE_20090602_071700,2009,2/6/09,,Ontario,48.12117,-86.03338,Ascending,Triplet,Jenn Foote
ARU,IMOGENE_20090704_065007,2009,4/7/09,,Ontario,48.0236,-85.90396,Ascending,Triplet,Jenn Foote
ARU,CASCADE_20100604_064600,2010,4/6/10,,Ontario,48.12117,-86.03338,Ascending,Doublet,Jenn Foote
ARU,NSWALLOW_20100523_065500,2010,23/05/2010,,Ontario,48.22146,-86.11483,Ascending,Doublet,Jenn Foote
ARU,PLA-HBR22_20100605_064500,2010,5/6/10,,Ontario,48.58184,-86.26102,Descending,Doublet,Jenn Foote
ARU,SWALLOW_20100530_071900,2010,30/05/2010,,Ontario,48.15306,-86.06153,Descending,Doublet,Jenn Foote
ARU,WGRAVEL_20100523_072500,2010,23/05/2010,,Ontario,48.30508,-86.1554,Ascending,Triplet,Jenn Foote
ARU,IMOGENE_20110702_064812,2011,2/7/11,,Ontario,48.0236,-85.90396,Descending,Doublet,Jenn Foote
ARU,NSWALLOW_20110702_071800,2011,2/7/11,,Ontario,48.22146,-86.11483,Descending,Doublet,Jenn Foote
ARU,PLA-HBR2_20110522_065700,2011,22/05/2011,,Ontario,48.58184,-86.26102,Ascending,Doublet,Jenn Foote
ARU,SM23_20110519_032000,2011,19/05/2011,,Ontario,46.5219,-84.3461,Ascending,Doublet,Jenn Foote
ARU,SM23_20110530_032000,2011,30/05/2011,,Ontario,46.5219,-84.3461,Descending,Doublet,Jenn Foote
ARU,SM24_20110506_034500,2011,6/5/11,,Ontario,46.5219,-84.3461,Ascending,Doublet,Jenn Foote
ARU,SM24_20110506_034500,2011,6/5/11,,Ontario,46.5219,-84.3461,Descending,Doublet,Jenn Foote
ARU,SM24_20110513_034500,2011,13/05/2011,,Ontario,46.5219,-84.3461,Ascending,Doublet,Jenn Foote
ARU,SM24_20110520_032000,2011,20/05/2011,,Ontario,46.5219,-84.3461,Ascending,Doublet,Jenn Foote
ARU,SM24_20110520_032000,2011,20/05/2011,,Ontario,46.5219,-84.3461,Ascending,Doublet,Jenn Foote
ARU,SM24_20110527_032000,2011,27/05/2011,,Ontario,46.5219,-84.3461,Ascending,Doublet,Jenn Foote
ARU,SWALLOW_20110704_064901,2011,4/7/11,,Ontario,48.15306,-86.06153,Monotone,Doublet,Jenn Foote
ARU,SM21_20110625_031000,2011,25/06/2011,,Ontario,46.5219,-84.3461,Descending,Triplet,Jenn Foote
ARU,SM24_20110520_032000,2011,20/05/2011,,Ontario,46.5219,-84.3461,Monotone,Triplet,Jenn Foote
ARU,WGRAVEL_20110527_072200,2011,27/05/2011,,Ontario,48.30508,-86.1554,Ascending,Triplet,Jenn Foote
ARU,CASCADE_20120530_054900,2012,30/05/2012,,Ontario,48.12117,-86.03338,Descending,Doublet,Jenn Foote
ARU,HATTIE_20120603_054600,2012,3/6/12,,Ontario,48.57343,-86.27346,Ascending,Doublet,Jenn Foote
ARU,IMOGENE_20120530_054900,2012,30/05/2012,,Ontario,48.0236,-85.90396,Ascending,Doublet,Jenn Foote
ARU,NSWALLOW_20120529_054900,2012,29/05/2012,,Ontario,48.22146,-86.11483,Ascending,Doublet,Jenn Foote
ARU,PLA-HBR2_20120605_054500,2012,5/6/12,,Ontario,48.58184,-86.26102,Ascending,Doublet,Jenn Foote
ARU,SSM1_20120523_032400,2012,23/05/2012,,Ontario,46.5219,-84.3461,Ascending,Doublet,Jenn Foote
ARU,SSM1_20120523_032400,2012,23/05/2012,,Ontario,46.5219,-84.3461,Descending,Doublet,Jenn Foote
ARU,SSM2_20120504_034500,2012,4/5/12,,Ontario,46.5219,-84.3461,Descending,Doublet,Jenn Foote
ARU,SSM2_20120513_034500,2012,13/05/2012,,Ontario,46.5219,-84.3461,Ascending,Doublet,Jenn Foote
ARU,SSM3_20120507_034500,2012,7/5/12,,Ontario,46.5219,-84.3461,Ascending,Doublet,Jenn Foote
ARU,SSM3_20120507_034500,2012,7/5/12,,Ontario,46.5219,-84.3461,Descending,Doublet,Jenn Foote
ARU,SSM3_20120526_032400,2012,26/05/2012,,Ontario,46.5219,-84.3461,Ascending,Doublet,Jenn Foote
ARU,SSM4_20120511_034500,2012,11/5/12,,Ontario,46.5219,-84.3461,Ascending,Doublet,Jenn Foote
ARU,SSM6_20120517_032400,2012,17/05/2012,,Ontario,46.5219,-84.3461,Ascending,Doublet,Jenn Foote
ARU,SWALLOW_20120529_054900,2012,29/05/2012,,Ontario,48.15306,-86.06153,Descending,Doublet,Jenn Foote
ARU,WGRAVEL_20120523_055500,2012,23/05/2012,,Ontario,48.30508,-86.1554,Descending,Doublet,Jenn Foote
ARU,SSM6_20120504_034500,2012,4/5/12,,Ontario,46.5219,-84.3461,Ascending,Triplet,Jenn Foote
ARU,HATCS1_20130606_211100,2013,6/6/13,,Ontario,48.59406,-86.28141,Descending,Doublet,Jenn Foote
ARU,IMOGENE_20130524_055400,2013,24/05/2013,,Ontario,48.0236,-85.90396,Ascending,Doublet,Jenn Foote
ARU,METER0026_20130614_062700,2013,14/06/2013,,Ontario,49.688,-83.667,Descending,Doublet,Jenn Foote
ARU,METER0100_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Descending,Doublet,Jenn Foote
ARU,METER0936_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Descending,Doublet,Jenn Foote
ARU,METER11127_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,METER11128_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,METER11129_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,METER11135-20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,METER11149_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,METER11157_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,METER11158_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Descending,Doublet,Jenn Foote
ARU,METER11168_20130614_062700,2013,14/06/2013,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,METER11169_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,METER11170_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,METER11180_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Descending,Doublet,Jenn Foote
ARU,METER11196_20130702_063200,2013,2/7/13,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,METER11628_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Descending,Doublet,Jenn Foote
ARU,METER11715_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,METER11838_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,METER12566_20130614_062700,2013,14/06/2013,,Ontario,49.688,-83.667,Descending,Doublet,Jenn Foote
ARU,METER12587_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Descending,Doublet,Jenn Foote
ARU,METER12642_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Descending,Doublet,Jenn Foote
ARU,METER12644_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,METER12671_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,METER12730_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,METER13179_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,METER13215_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,METER2679_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,METER2679_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Descending,Doublet,Jenn Foote
ARU,METER2686_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,METER2688_20130605_062900,2013,5/6/15,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,METER4741_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,METER4926_20130614_062700,2013,14/06/2013,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,METER4932_20130624_062800,2013,24/06/2013,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,METER4933_20130702_063200,2013,2/7/13,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,METER4951_20130702_063200,2013,2/7/13,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,METER4953_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Descending,Doublet,Jenn Foote
ARU,METER5019_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Descending,Doublet,Jenn Foote
ARU,METER6170_20130614_062700,2013,14/06/2013,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,METER8349_20130614_062700,2013,14/06/2013,,Ontario,49.688,-83.667,Descending,Doublet,Jenn Foote
ARU,METER8397_20130614_062700,2013,14/06/2013,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,NSWALLOW_20130608_054400,2013,8/6/13,,Ontario,48.22146,-86.11483,Ascending,Doublet,Jenn Foote
ARU,SM2661_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,SM2665_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Descending,Doublet,Jenn Foote
ARU,SM2671_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,SM4940_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,SM4943_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Descending,Doublet,Jenn Foote
ARU,SWALLOW_20130628_054606,2013,28/06/2013,,Ontario,48.15306,-86.06153,Descending,Doublet,Jenn Foote
ARU,METER11628_20130605_062900,2013,5/6/13,,Ontario,49.688,-83.667,Ascending,Triplet,Jenn Foote
ARU,METER12725_20130614_062700,2013,14/06/2013,,Ontario,49.688,-83.667,Descending,Triplet,Jenn Foote
ARU,WGRAVEL_20130524_062400,2013,24/05/2013,,Ontario,48.30508,-86.1554,Descending,Triplet,Jenn Foote
ARU,20140611_062700,2014,11/6/14,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,20140612_062700,2014,12/6/14,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,20140613_062700,2014,13/06/2014,,Ontario,49.688,-83.667,Descending,Doublet,Jenn Foote
ARU,20140618_062700,2014,18/06/2014,,Ontario,49.688,-83.667,Descending,Doublet,Jenn Foote
ARU,20140625_062800,2014,25/06/2014,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,20140702_063200,2014,2/7/14,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,20140703_063300,2014,3/7/14,,Ontario,49.688,-83.667,Descending,Doublet,Jenn Foote
ARU,CASCADE_20140606_051500,2014,6/6/14,,Ontario,48.12117,-86.03338,Ascending,Doublet,Jenn Foote
ARU,HATCS1_20140608_051400,2014,8/6/14,,Ontario,48.59406,-86.28141,Descending,Doublet,Jenn Foote
ARU,HATCS2_20150526_052300,2014,26/05/2015,,Ontario,48.59406,-86.28141,Descending,Doublet,Jenn Foote
ARU,METER2662_20140613_062700,2014,13/06/2014,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,METER2667_20140611_062700,2014,11/6/14,,Ontario,49.688,-83.667,Descending,Doublet,Jenn Foote
ARU,METER2686_20140703_063300,2014,3/7/14,,Ontario,49.688,-83.667,Descending,Doublet,Jenn Foote
ARU,METER2688_20140611_062700,2014,11/6/14,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,METER4927_20140703_063300,2014,3/7/14,,Ontario,49.688,-83.667,Descending,Doublet,Jenn Foote
ARU,METER4933_20140612_062700,2014,12/6/14,,Ontario,49.688,-83.667,Descending,Doublet,Jenn Foote
ARU,METER5019_20130625_062800,2014,25/06/2014,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,PLA-HBR2_20140529_052000,2014,29/05/2014,,Ontario,48.58184,-86.26102,Descending,Doublet,Jenn Foote
ARU,SM2661_20140612_062700,2014,12/6/14,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,SM2671_20140611_062700,2014,11/6/14,,Ontario,49.688,-83.667,Descending,Doublet,Jenn Foote
ARU,SM4940_20140612_062700,2014,12/6/14,,Ontario,49.688,-83.667,Ascending,Doublet,Jenn Foote
ARU,SWALLOW_20140615_051300,2014,15/06/2014,,Ontario,48.15306,-86.06153,Descending,Doublet,Jenn Foote
ARU,IMOGENE_20150617_064300,2015,17/06/2015,,Ontario,48.0236,-85.90396,Descending,Doublet,Jenn Foote
ARU,NSW_20150526_062300,2015,26/05/2015,,Ontario,48.22146,-86.11483,Descending,Doublet,Jenn Foote
ARU,OIS_20150606_055500,2015,6/6/15,,Ontario,48.38376,-86.1858,Ascending,Doublet,Jenn Foote
ARU,PLA-HBR2_20150525_075400,2015,25/05/2015,,Ontario,48.58184,-86.26102,Ascending,Doublet,Jenn Foote
ARU,SWALLOW_20150608_211200,2015,8/6/15,,Ontario,48.15306,-86.06153,Ascending,Doublet,Jenn Foote
Authors,wtsp3,1999,,"Aras, BC",British Columbia,55.7541,-120.5244,Ascending,Doublet,Mark Phinney
Authors,wtsp5,1999,,"Aras, BC",British Columbia,55.7541,-120.5244,Descending,Doublet,Mark Phinney
Authors,wtsp8,1999,,"Aras, BC",British Columbia,55.7541,-120.5244,Ascending,Doublet,Mark Phinney
Authors,wtsp1,1999,,"Aras, BC",British Columbia,55.7541,-120.5244,Descending,Triplet,Mark Phinney
Authors,wtsp2,1999,,"Aras, BC",British Columbia,55.7541,-120.5244,Ascending,Triplet,Mark Phinney
Authors,wtsp4,1999,,"Aras, BC",British Columbia,55.7541,-120.5244,Ascending,Triplet,Mark Phinney
Authors,wtsp6,1999,,"Aras, BC",British Columbia,55.7541,-120.5244,Ascending,Triplet,Mark Phinney
Authors,wtsp7,1999,,"Aras, BC",British Columbia,55.7541,-120.5244,Descending,Triplet,Mark Phinney
Authors,wtsp9,1999,,"Aras, BC",British Columbia,55.7541,-120.5244,Descending,Triplet,Mark Phinney
Authors,,2002,24/06/1905,Prince George,British Columbia,53.9171,-122.7497,Ascendingsc,Doublet,Ken Otter
Authors,,2002,24/06/1905,Prince George,British Columbia,53.9171,-122.7497,Ascendingsc,Doublet,Ken Otter
Authors,,2002,24/05/2002,Prince George,British Columbia,53.9171,-122.7497,Ascendingsc,Doublet,Ken Otter
Authors,,2002,24/05/2002,Prince George,British Columbia,53.9171,-122.7497,Ascendingsc,Doublet,Ken Otter
Authors,,2002,24/05/2002,Prince George,British Columbia,53.9171,-122.7497,Descendingesc,Doublet,Ken Otter
Authors,,2002,24/05/2002,Prince George,British Columbia,53.9171,-122.7497,Ascendingsc,Doublet,Ken Otter
Authors,,2002,24/05/2002,Prince George,British Columbia,53.9171,-122.7497,Ascendingsc,Doublet,Ken Otter
Authors,,2002,24/05/2002,Prince George,British Columbia,53.9171,-122.7497,Descendingesc,Doublet,Ken Otter
Authors,,2002,24/05/2002,Prince George,British Columbia,53.9171,-122.7497,Ascendingsc,Doublet,Ken Otter
Authors,,2002,25/05/2002,Prince George,British Columbia,53.9171,-122.7497,Descendingesc,Doublet,Ken Otter
Authors,,2002,25/05/2002,Prince George,British Columbia,53.9171,-122.7497,Ascendingsc,Doublet,Ken Otter
Authors,,2002,25/05/2002,Prince George,British Columbia,53.9171,-122.7497,Descendingesc,Doublet,Ken Otter
Authors,,2002,29/05/2002,Prince George,British Columbia,53.9171,-122.7497,Descendingesc,Doublet,Ken Otter
Authors,,2002,29/05/2002,Prince George,British Columbia,53.9171,-122.7497,Ascendingsc,Doublet,Ken Otter
Authors,,2002,3/6/02,Prince George,British Columbia,53.9171,-122.7497,Ascendingsc,Doublet,Ken Otter
Authors,,2002,4/6/02,Prince George,British Columbia,53.9171,-122.7497,Descendingesc,Doublet,Ken Otter
Authors,,2002,4/6/02,Prince George,British Columbia,53.9171,-122.7497,Descendingesc,Doublet,Ken Otter
Authors,,2002,8/6/02,Prince George,British Columbia,53.9171,-122.7497,Ascendingsc,Doublet,Ken Otter
Authors,,2002,8/6/02,Prince George,British Columbia,53.9171,-122.7497,Ascendingsc,Doublet,Ken Otter
Authors,,2002,8/6/02,Prince George,British Columbia,53.9171,-122.7497,Descendingesc,Doublet,Ken Otter
Authors,,2002,8/6/02,Prince George,British Columbia,53.9171,-122.7497,Ascendingsc,Doublet,Ken Otter
Authors,,2002,9/6/02,Prince George,British Columbia,53.9171,-122.7497,Descendingesc,Doublet,Ken Otter
Authors,,2002,9/6/02,Prince George,British Columbia,53.9171,-122.7497,Descendingesc,Doublet,Ken Otter
Authors,ELK I GATE (1),2004,24/05/2004,,Alberta,53.58521,-112.83766,,Doublet,Chantell Grafton
Authors,ELK I GATE (2),2004,24/05/2004,,Alberta,53.58521,-112.83766,,Doublet,Chantell Grafton
Authors,HINTON E,2004,23/05/2004,,Alberta,53.43277,-117.49823,,Doublet,Chantell Grafton
Authors,HINTON GUN,2004,23/05/2004,,Alberta,53.44888,-117.45874,,Doublet,Chantell Grafton
Authors,HWY 631 2 (1),2004,24/05/2004,,Alberta,53.54141,-111.75205,,Doublet,Chantell Grafton
Authors,HWY 631 3 (1),2004,24/05/2004,,Alberta,53.54143,-111.74213,,Doublet,Chantell Grafton
Authors,RGE 195A,2004,23/05/2004,,Alberta,53.54645,-116.792,,Doublet,Chantell Grafton
Authors,RGE 195B,2004,23/05/2004,,Alberta,53.54282,-116.78973,,Doublet,Chantell Grafton
Authors,RGE 195B 2,2004,23/05/2004,,Alberta,53.54091,-116.79025,,Doublet,Chantell Grafton
Authors,RGE 195B 3,2004,24/05/2004,,Alberta,53.5378,-116.79073,,Doublet,Chantell Grafton
Authors,RGE 195B 3 (1),2004,23/05/2004,,Alberta,53.5378,-116.79073,,Doublet,Chantell Grafton
Authors,RGE 195B 4,2004,23/05/2004,,Alberta,53.53435,-116.79129,,Doublet,Chantell Grafton
Authors,RGE 195B 4 (1),2004,23/05/2004,,Alberta,53.53435,-116.79129,,Doublet,Chantell Grafton
Authors,RGE 195B 4 (2),2004,23/05/2004,,Alberta,53.53435,-116.79129,,Doublet,Chantell Grafton
Authors,RGE 242 RY,2004,24/05/2004,,Alberta,53.46766,-117.4436,,Doublet,Chantell Grafton
Authors,RGE 242 RY (1),2004,23/05/2004,,Alberta,53.46766,-117.4436,,Doublet,Chantell Grafton
Authors,RGE 270 1,2004,23/05/2004,,Alberta,53.56682,-113.83637,,Doublet,Chantell Grafton
Authors,RGE 270 1 (1),2004,23/05/2004,,Alberta,53.56682,-113.83637,,Doublet,Chantell Grafton
Authors,RGE 270 N2 (1),2004,23/05/2004,,Alberta,53.5799,-113.83612,,Doublet,Chantell Grafton
Authors,RGE 43 2,2004,23/05/2004,,Alberta,53.56488,-114.51763,,Doublet,Chantell Grafton
Authors,RGE 43 2 (1),2004,23/05/2004,,Alberta,53.56488,-114.51763,,Doublet,Chantell Grafton
Authors,RGE 43 3,2004,23/05/2004,,Alberta,53.5603,-114.5176,,Doublet,Chantell Grafton
Authors,RGE 43 4 (1),2004,23/05/2004,,Alberta,53.55708,-114.51759,,Doublet,Chantell Grafton
Authors,RGE 43 4 (2),2004,23/05/2004,,Alberta,53.55708,-114.51759,,Doublet,Chantell Grafton
Authors,RGE 43 4 (3),2004,23/05/2004,,Alberta,53.55708,-114.51759,,Doublet,Chantell Grafton
Authors,RGE 43 5 (1),2004,23/05/2004,,Alberta,53.5533,-114.51765,,Doublet,Chantell Grafton
Authors,RGE 43 5 (2),2004,23/05/2004,,Alberta,53.5533,-114.51765,,Doublet,Chantell Grafton
Authors,RGE 43 5 (3),2004,23/05/2004,,Alberta,53.5533,-114.51765,,Doublet,Chantell Grafton
Authors,RGE 95 1,2004,23/05/2004,,Alberta,53.60783,-115.30243,,Doublet,Chantell Grafton
Authors,RGE 95 1 (1),2004,23/05/2004,,Alberta,53.60783,-115.30243,,Doublet,Chantell Grafton
Authors,RGE 95 1 (2),2004,23/05/2004,,Alberta,53.60783,-115.30243,,Doublet,Chantell Grafton
Authors,RGE 95 1 (3),2004,23/05/2004,,Alberta,53.60783,-115.30243,,Doublet,Chantell Grafton
Authors,RGE 95 S2 (1),2004,23/05/2004,,Alberta,53.58774,-115.30362,,Doublet,Chantell Grafton
Authors,RGE 95 S3,2004,23/05/2004,,Alberta,53.57885,-115.30364,,Doublet,Chantell Grafton
Authors,RGE 95 S3 (1),2004,23/05/2004,,Alberta,53.57885,-115.30364,,Doublet,Chantell Grafton
Authors,RGE195 10,2004,24/05/2004,,Alberta,53.5746,-112.77921,,Doublet,Chantell Grafton
Authors,RGE195W4 1,2004,24/05/2004,,Alberta,53.71379,-112.77969,,Doublet,Chantell Grafton
Authors,RGE195W4 1 (1),2004,24/05/2004,,Alberta,53.71379,-112.77969,,Doublet,Chantell Grafton
Authors,RGE195W4 3,2004,24/05/2004,,Alberta,53.69334,-112.77969,,Doublet,Chantell Grafton
Authors,RGE195W4 5,2004,24/05/2004,,Alberta,53.67183,-112.77969,,Doublet,Chantell Grafton
Authors,RGE195W4 5 (1),2004,24/05/2004,,Alberta,53.67183,-112.77969,,Doublet,Chantell Grafton
Authors,RGE195W4 6 (1),2004,24/05/2004,,Alberta,53.6556,-112.77945,,Doublet,Chantell Grafton
Authors,RGE195W4 6 (2),2004,24/05/2004,,Alberta,53.6556,-112.77945,,Doublet,Chantell Grafton
Authors,RGE195W4 8,2004,24/05/2004,,Alberta,53.62017,-112.7792,,Doublet,Chantell Grafton
Authors,TWP 532 2,2004,24/05/2004,,Alberta,53.57049,-111.75719,,Doublet,Chantell Grafton
Authors,TWP 532 3,2004,24/05/2004,,Alberta,53.57047,-111.76509,,Doublet,Chantell Grafton
Authors,TWP 541 1,2004,23/05/2004,,Alberta,53.64464,-115.99111,,Doublet,Chantell Grafton
Authors,TWP 541 1 (1),2004,23/05/2004,,Alberta,53.64464,-115.99111,,Doublet,Chantell Grafton
Authors,TWP 541 2,2004,23/05/2004,,Alberta,53.64674,-115.99843,,Doublet,Chantell Grafton
Authors,TWP 541 4 (1),2004,23/05/2004,,Alberta,53.64888,-116.00994,,Doublet,Chantell Grafton
Authors,TWP 541 5 (1),2004,23/05/2004,,Alberta,53.64341,-116.01886,,Doublet,Chantell Grafton
Authors,TWP 541 5 (2),2004,23/05/2004,,Alberta,53.64341,-116.01886,,Doublet,Chantell Grafton
Authors,TWP 541 5 (3),2004,23/05/2004,,Alberta,53.64341,-116.01886,,Doublet,Chantell Grafton
Authors,,2004,10/6/04,Prince George,British Columbia,53.9171,-122.7497,Descendingesc,Doublet,Ken Otter
Authors,,2004,12/6/04,Prince George,British Columbia,53.9171,-122.7497,Descendingesc,Doublet,Ken Otter
Authors,,2004,12/6/04,Prince George,British Columbia,53.9171,-122.7497,Ascendingsc,Doublet,Ken Otter
Authors,,2004,12/6/04,Prince George,British Columbia,53.9171,-122.7497,Descendingesc,Doublet,Ken Otter
Authors,,2004,12/6/04,Prince George,British Columbia,53.9171,-122.7497,Ascendingsc,Doublet,Ken Otter
Authors,,2004,12/6/04,Prince George,British Columbia,53.9171,-122.7497,Ascendingsc,Doublet,Ken Otter
Authors,,2004,12/6/04,Prince George,British Columbia,53.9171,-122.7497,Descendingesc,Doublet,Ken Otter
Authors,,2004,14/06/2004,Prince George,British Columbia,53.9171,-122.7497,Descendingesc,Doublet,Ken Otter
Authors,,2004,14/06/2004,Prince George,British Columbia,53.9171,-122.7497,Ascendingsc,Doublet,Ken Otter
Authors,,2004,15/06/2004,Prince George,British Columbia,53.9171,-122.7497,Descendingesc,Doublet,Ken Otter
Authors,,2004,15/06/2004,Prince George,British Columbia,53.9171,-122.7497,Ascendingsc,Doublet,Ken Otter
Authors,,2004,17/06/2004,Prince George,British Columbia,53.9171,-122.7497,Descendingesc,Doublet,Ken Otter
Authors,,2004,18/06/2004,Prince George,British Columbia,53.9171,-122.7497,Descendingesc,Doublet,Ken Otter
Authors,,2004,18/06/2004,Prince George,British Columbia,53.9171,-122.7497,Ascendingsc,Doublet,Ken Otter
Authors,,2004,22/06/2004,Prince George,British Columbia,53.9171,-122.7497,Ascendingsc,Doublet,Ken Otter
Authors,,2004,22/06/2004,Prince George,British Columbia,53.9171,-122.7497,Descendingesc,Doublet,Ken Otter
Authors,,2004,22/06/2004,Prince George,British Columbia,53.9171,-122.7497,Ascendingsc,Doublet,Ken Otter
Authors,ELK I GATE,2004,24/05/2004,,Alberta,53.58521,-112.83766,,Triplet,Chantell Grafton
Authors,ELK I GATE (3),2004,24/05/2004,,Alberta,53.58521,-112.83766,,Triplet,Chantell Grafton
Authors,HWY 631 1,2004,24/05/2004,,Alberta,53.54142,-111.76227,,Triplet,Chantell Grafton
Authors,HWY 631 1 (1),2004,24/05/2004,,Alberta,53.54142,-111.76227,,Triplet,Chantell Grafton
