Source,Recording ID (if noted),Year,Date,Subpopulation (if specified),Province/State,Latitude,Longitude,Introductory Notes (if noted),Terminal Strophe type,Recordist
Authors,AN01,2017,26/05/2017,Algonquin,Ontario,45.5752,-78.50698,Ascending,Triplet,Ken Otter
Authors,AN03,2017,26/05/2017,Algonquin,Ontario,45.57529,-78.50481,Descending,Triplet,Ken Otter
Authors,AN12,2017,26/05/2017,Algonquin,Ontario,45.57522,-78.50787,Ascending,Triplet,Ken Otter
Authors,AN13,2017,26/05/2017,Algonquin,Ontario,45.57482,-78.50887,Descending,Triplet,Ken Otter
Authors,AN14,2017,26/05/2017,Algonquin,Ontario,45.57465,-78.51015,Ascending,Triplet,Ken Otter
Authors,AN17,2017,26/05/2017,Algonquin,Ontario,45.57307,-78.50995,Ascending,Triplet,Ken Otter
Authors,AN18,2017,26/05/2017,Algonquin,Ontario,45.57391,-78.5097,Ascending,Triplet,Ken Otter
Authors,AN19,2017,26/05/2017,Algonquin,Ontario,45.57409,-78.50907,UpDown,Triplet,Ken Otter
Authors,AN20,2017,26/05/2017,Algonquin,Ontario,45.57376,-78.5081,Ascending,Triplet,Ken Otter
Authors,AS03,2017,26/05/2017,Algonquin,Ontario,45.5711,-78.50429,Descending,Triplet,Ken Otter
Authors,AS06,2017,26/05/2017,Algonquin,Ontario,45.57151,-78.50593,Ascending,Triplet,Ken Otter
Authors,AS08,2017,26/05/2017,Algonquin,Ontario,45.57169,-78.50681,Descending,Triplet,Ken Otter
Authors,AS09,2017,26/05/2017,Algonquin,Ontario,45.57207,-78.50674,Ascending,Triplet,Ken Otter
Authors,AW02,2017,27/05/2017,Algonquin,Ontario,45.5749,-78.51328,Ascending,Triplet,Ken Otter
Authors,AW03,2017,27/05/2017,Algonquin,Ontario,45.5745,-78.51267,Descending,Triplet,Ken Otter
Authors,AW04,2017,27/05/2017,Algonquin,Ontario,45.57368,-78.5127,Ascending,Triplet,Ken Otter
Authors,AW06,2017,27/05/2017,Algonquin,Ontario,45.57357,-78.51337,Descending,Triplet,Ken Otter
Authors,AW07,2017,27/05/2017,Algonquin,Ontario,45.57359,-78.51413,Descending,Triplet,Ken Otter
Authors,AW08,2017,27/05/2017,Algonquin,Ontario,45.57266,-78.51311,Ascending,Triplet,Ken Otter
Authors,AW10,2017,27/05/2017,Algonquin,Ontario,45.57298,-78.51112,Ascending,Triplet,Ken Otter
Authors,AW11,2017,28/05/2017,Algonquin,Ontario,45.57118,-78.51011,Descending,Triplet,Ken Otter
Authors,AW13,2017,28/05/2017,Algonquin,Ontario,45.57146,-78.50777,Descending,Triplet,Ken Otter
Authors,AW15,2017,28/05/2017,Algonquin,Ontario,45.57237,-78.50865,Ascending,Triplet,Ken Otter
Authors,AW18,2017,28/05/2017,Algonquin,Ontario,45.57212,-78.50909,Ascending,Triplet,Ken Otter
Authors,CR06,2017,29/05/2017,Algonquin,Ontario,45.56064,-78.42526,Descending,Triplet,Ken Otter
Authors,CR09,2017,29/05/2017,Algonquin,Ontario,45.55077,-78.41751,Descending,Triplet,Ken Otter
Authors,GAT01,2017,31/05/2017,Otter Lake,Quebec,45.83506,-76.45858,Descending,Triplet,Ken Otter
Authors,GAT02,2017,31/05/2017,Otter Lake,Quebec,45.8345,-76.45816,Ascending,Triplet,Ken Otter
Authors,GAT03,2017,31/05/2017,Otter Lake,Quebec,45.83099,-76.45589,Ascending,Triplet,Ken Otter
Authors,GAT04,2017,31/05/2017,Otter Lake,Quebec,45.82949,-76.45583,Descending,Triplet,Ken Otter
Authors,GAT06,2017,31/05/2017,Otter Lake,Quebec,45.82869,-76.45591,Ascending,Triplet,Ken Otter
Authors,GAT08,2017,31/05/2017,Otter Lake,Quebec,45.85912,-76.41209,Ascending,Triplet,Ken Otter
Authors,GAT09,2017,31/05/2017,Otter Lake,Quebec,45.85909,-76.41344,Ascending,Triplet,Ken Otter
Authors,GAT10,2017,31/05/2017,Otter Lake,Quebec,45.85973,-76.41646,Descending,Triplet,Ken Otter
Authors,GAT13,2017,31/05/2017,Danford Lake,Quebec,45.94822,-76.11307,Ascending,Triplet,Ken Otter
Authors,GAT15,2017,31/05/2017,Danford Lake,Quebec,45.95288,-76.11741,Descending,Triplet,Ken Otter
Authors,GAT16,2017,31/05/2017,Danford Lake,Quebec,45.9515,-76.1164,Descending,Triplet,Ken Otter
Authors,GAT17,2017,31/05/2017,Danford Lake,Quebec,45.95151,-76.11581,Descending,Triplet,Ken Otter
Authors,GAT18,2017,31/05/2017,Danford Lake,Quebec,45.95209,-76.11494,Descending,Triplet,Ken Otter
Authors,GAT19,2017,31/05/2017,Danford Lake,Quebec,45.95123,-76.11375,Descending,Triplet,Ken Otter
Authors,GAT20,2017,31/05/2017,Danford Lake,Quebec,45.95168,-76.11262,Ascending,Triplet,Ken Otter
Authors,GAT21,2017,31/05/2017,Danford Lake,Quebec,45.95018,-76.1122,Ascending,Triplet,Ken Otter
Authors,KL04,2017,28/05/2017,Algonquin,Ontario,45.57613,-78.44059,Ascending,Triplet,Ken Otter
Authors,KL05,2017,28/05/2017,Algonquin,Ontario,45.57726,-78.44059,Descending,Triplet,Ken Otter
Authors,KL06,2017,28/05/2017,Algonquin,Ontario,45.57759,-78.44327,Descending,Triplet,Ken Otter
Authors,KL07,2017,28/05/2017,Algonquin,Ontario,45.57641,-78.44433,Descending,Triplet,Ken Otter
Authors,KL08,2017,28/05/2017,Algonquin,Ontario,45.57655,-78.44344,Ascending,Triplet,Ken Otter
Authors,PEM02,2017,31/05/2017,Pembroke,Ontario,45.74612,-77.14384,Descending,Triplet,Ken Otter
Authors,PEM04,2017,31/05/2017,Pembroke,Ontario,45.74578,-77.14496,Ascending,Triplet,Ken Otter
Authors,PEM05,2017,31/05/2017,Pembroke,Ontario,45.73244,-77.15794,Descending,Triplet,Ken Otter
Authors,PEM06,2017,31/05/2017,Pembroke,Ontario,45.7299,-77.15653,Descending,Triplet,Ken Otter
Authors,REN01,2017,30/05/2017,Renfrew County,Ontario,45.60564,-77.52647,Ascending,Triplet,Ken Otter
Authors,REN02,2017,30/05/2017,Renfrew County,Ontario,45.60558,-77.52518,Ascending,Triplet,Ken Otter
Authors,REN03,2017,30/05/2017,Renfrew County,Ontario,45.60489,-77.52596,,Triplet,Ken Otter
Authors,REN04,2017,30/05/2017,Renfrew County,Ontario,45.65953,-77.58208,Descending,Triplet,Ken Otter
Authors,REN05,2017,30/05/2017,Renfrew County,Ontario,45.65969,-77.58336,Ascending,Triplet,Ken Otter
Authors,REN08,2017,30/05/2017,Renfrew County,Ontario,45.66058,-77.58573,Descending,Triplet,Ken Otter
Authors,REN09,2017,30/05/2017,Renfrew County,Ontario,45.65987,-77.58629,Ascending,Triplet,Ken Otter
Authors,REN12,2017,30/05/2017,Renfrew County,Ontario,45.6599,-77.59584,Ascending,Triplet,Ken Otter
Authors,RW01,2017,25/05/2017,Algonquin,Ontario,45.57127,-78.49724,Ascending,Triplet,Ken Otter
Authors,SR02,2017,25/05/2017,Algonquin,Ontario,45.59082,-78.52947,Descending,Triplet,Ken Otter
Authors,SR05,2017,25/05/2017,Algonquin,Ontario,45.58971,-78.51675,Descending,Triplet,Ken Otter
Authors,SR06,2017,25/05/2017,Algonquin,Ontario,45.58877,-78.51698,Descending,Triplet,Ken Otter
Authors,SR07,2017,25/05/2017,Algonquin,Ontario,45.58523,-78.51805,Ascending,Triplet,Ken Otter
Authors,SR09,2017,25/05/2017,Algonquin,Ontario,45.5854,-78.51681,UpDown,Triplet,Ken Otter
Authors,SR10,2017,25/05/2017,Algonquin,Ontario,45.58774,-78.51454,Ascending,Triplet,Ken Otter
Authors,SR11,2017,25/05/2017,Algonquin,Ontario,45.58538,-78.51155,Descending,Triplet,Ken Otter
Authors,SR12,2017,25/05/2017,Algonquin,Ontario,45.58275,-78.51625,Ascending,Triplet,Ken Otter
Authors,SR14,2017,25/05/2017,Algonquin,Ontario,45.58034,-78.51608,Descending,Triplet,Ken Otter
Authors,TRA01,2017,30/05/2017,Lake Travers,Ontario,45.95871,-78.06373,Ascending,Triplet,Ken Otter
Authors,TRA02,2017,30/05/2017,Lake Travers,Ontario,45.94581,-78.05279,Descending,Triplet,Ken Otter
Authors,TRA03,2017,30/05/2017,Lake Travers,Ontario,45.94593,-78.05227,Descending,Triplet,Ken Otter
Authors,TRA04,2017,30/05/2017,Lake Travers,Ontario,45.94656,-78.05678,Ascending,Triplet,Ken Otter
Authors,TRA05,2017,30/05/2017,Lake Travers,Ontario,45.94592,-78.05741,Ascending,Triplet,Ken Otter
Authors,TRA11,2017,30/05/2017,Lake Travers,Ontario,45.9441,-78.07149,Ascending,Triplet,Ken Otter
Authors,WM01,2017,27/05/2017,Algonquin,Ontario,45.53341,-78.41964,Descending,Triplet,Ken Otter
Authors,WM04,2017,27/05/2017,Algonquin,Ontario,45.53555,-78.41958,Ascending,Triplet,Ken Otter
Authors,WM07,2017,27/05/2017,Algonquin,Ontario,45.53358,-78.41809,Descending,Triplet,Ken Otter
Authors,WM10,2017,27/05/2017,Algonquin,Ontario,45.52934,-78.41721,Ascending,Triplet,Ken Otter
Authors,WM11,2017,27/05/2017,Algonquin,Ontario,45.52977,-78.41698,Ascending,Triplet,Ken Otter
Authors,WM12,2017,27/05/2017,Algonquin,Ontario,45.53098,-78.42079,Ascending,Triplet,Ken Otter
Authors,WM13,2017,27/05/2017,Algonquin,Ontario,45.53058,-78.42173,Descending,Triplet,Ken Otter
Avichorus,3837,2004,16/06/2004,,Ontario,45.5022,-77.7469,Descending,Triplet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,3839,2004,16/06/2004,,Ontario,45.5008,-77.7265,Ascending,Triplet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,3847,2004,16/06/2004,,Ontario,45.5103,-77.6774,Descending,Triplet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,3851,2004,16/06/2004,,Ontario,45.5367,-77.6713,Descending,Triplet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,3851,2004,16/06/2004,,Ontario,45.5367,-77.6713,Ascending,Triplet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,3859,2004,16/06/2004,,Ontario,45.581,-77.647,Descending,Triplet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,3874,2004,16/06/2004,,Ontario,45.6602,-77.6441,Descending,Triplet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,3884,2004,16/06/2004,,Ontario,45.6831,-77.7095,Descending,Triplet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1628,2010,14/06/2010,,Ontario,48.7039,-91.4708,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1631,2010,14/06/2010,,Ontario,48.7204,-91.4811,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1831,2010,16/06/2010,,Ontario,50.7594,-94.3456,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1833,2010,16/06/2010,,Ontario,50.7786,-94.3539,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1833,2010,16/06/2010,,Ontario,50.7786,-94.3539,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1835,2010,16/06/2010,,Ontario,50.7849,-94.3742,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1838,2010,16/06/2010,,Ontario,50.8056,-94.3689,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1845,2010,16/06/2010,,Ontario,50.8375,-94.3934,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1850,2010,16/06/2010,,Ontario,50.8635,-94.3601,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1856,2010,16/06/2010,,Ontario,50.8883,-94.3197,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1856,2010,16/06/2010,,Ontario,50.8883,-94.3197,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1861,2010,16/06/2010,,Ontario,50.9124,-94.2812,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1896,2010,15/06/2010,,Ontario,50.037,-92.6586,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1896,2010,15/06/2010,,Ontario,50.037,-92.6586,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1901,2010,15/06/2010,,Ontario,50.0737,-92.6961,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1904,2010,15/06/2010,,Ontario,50.0901,-92.7178,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1997,2010,17/06/2010,,Ontario,51.6722,-93.7352,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1997,2010,17/06/2010,,Ontario,51.6722,-93.7352,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1999,2010,17/06/2010,,Ontario,51.6737,-93.7592,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2012,2010,17/06/2010,,Ontario,51.6053,-93.8207,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2026,2010,12/6/10,,Ontario,49.5012,-86.1711,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2029,2010,12/6/10,,Ontario,49.5224,-86.1758,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2029,2010,12/6/10,,Ontario,49.5224,-86.1758,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2035,2010,12/6/10,,Ontario,49.5595,-86.1446,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2045,2010,12/6/10,,Ontario,49.624,-86.1431,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2050,2010,12/6/10,,Ontario,49.6427,-86.1803,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2060,2010,12/6/10,,Ontario,49.6777,-86.2691,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2064,2010,12/6/10,,Ontario,49.6944,-86.304,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2185,2010,19/06/2010,,Ontario,50.4955,-88.5844,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2187,2010,19/06/2010,,Ontario,50.49,-88.5682,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2189,2010,19/06/2010,,Ontario,50.4777,-88.5639,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2193,2010,19/06/2010,,Ontario,50.4523,-88.5755,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2196,2010,19/06/2010,,Ontario,50.4262,-88.5642,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2198,2010,19/06/2010,,Ontario,50.4139,-88.5736,Monotone,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2200,2010,19/06/2010,,Ontario,50.4026,-88.5881,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2231,2010,19/06/2010,,Ontario,50.286,-88.8706,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1573,2011,15/06/2011,,Ontario,50.2448,-92.8976,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1573,2011,15/06/2011,,Ontario,50.2448,-92.8976,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1579,2011,15/06/2011,,Ontario,50.2787,-92.886,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1640,2011,16/06/2011,,Ontario,48.7039,-91.4708,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1642,2011,16/06/2011,,Ontario,48.717,-91.4738,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1650,2011,16/06/2011,,Ontario,48.7159,-91.5546,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1652,2011,16/06/2011,,Ontario,48.7219,-91.5756,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1655,2011,16/06/2011,,Ontario,48.7358,-91.5981,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1660,2011,16/06/2011,,Ontario,48.7633,-91.5806,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1662,2011,16/06/2011,,Ontario,48.7744,-91.5619,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1666,2011,16/06/2011,,Ontario,48.7972,-91.5656,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1670,2011,16/06/2011,,Ontario,48.8159,-91.54,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1690,2011,11/6/11,,Ontario,50.7594,-94.3456,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1694,2011,11/6/11,,Ontario,50.7818,-94.3641,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1701,2011,11/6/11,,Ontario,50.8146,-94.3863,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1705,2011,11/6/11,,Ontario,50.8375,-94.3934,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1709,2011,11/6/11,,Ontario,50.857,-94.3639,Monotone,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1713,2011,11/6/11,,Ontario,50.8821,-94.3481,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1722,2011,11/6/11,,Ontario,50.9154,-94.2706,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1906,2011,15/06/2011,,Ontario,50.037,-92.6586,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1906,2011,15/06/2011,,Ontario,50.037,-92.6586,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1910,2011,15/06/2011,,Ontario,50.0623,-92.6787,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1915,2011,15/06/2011,,Ontario,50.0901,-92.7178,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1919,2011,15/06/2011,,Ontario,50.1064,-92.7516,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1926,2011,15/06/2011,,Ontario,50.1358,-92.8085,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1946,2011,13/06/2011,,Ontario,51.6722,-93.7352,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1946,2011,13/06/2011,,Ontario,51.6722,-93.7352,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1953,2011,13/06/2011,,Ontario,51.6607,-93.8059,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1959,2011,13/06/2011,,Ontario,51.6192,-93.8186,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1966,2011,13/06/2011,,Ontario,51.5724,-93.8385,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2069,2011,9/6/11,,Ontario,49.4575,-86.1745,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2081,2011,9/6/11,,Ontario,49.5358,-86.1711,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2085,2011,9/6/11,,Ontario,49.5595,-86.1446,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2087,2011,9/6/11,,Ontario,49.5733,-86.1438,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2107,2011,9/6/11,,Ontario,49.6718,-86.2375,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2235,2011,19/06/2011,,Ontario,50.49,-88.5682,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2237,2011,19/06/2011,,Ontario,50.4777,-88.5639,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2237,2011,19/06/2011,,Ontario,50.4777,-88.5639,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2241,2011,19/06/2011,,Ontario,50.4523,-88.5755,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2246,2011,19/06/2011,,Ontario,50.4195,-88.5662,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2251,2011,19/06/2011,,Ontario,50.3968,-88.6078,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2254,2011,19/06/2011,,Ontario,50.3852,-88.6344,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2257,2011,19/06/2011,,Ontario,50.3665,-88.6508,2 Songs: Ascending & Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2259,2011,19/06/2011,,Ontario,50.3565,-88.6656,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2264,2011,19/06/2011,,Ontario,50.3368,-88.7067,Monotone,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,2075,2011,9/6/11,,Ontario,49.497,-86.1637,Ascending,Triplet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,3155,2011,20/06/2011,,Quebec,48.2242,-66.2589,Ascending,Triplet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,3155,2011,20/06/2011,,Quebec,48.2242,-66.2589,Ascending,Triplet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,3167,2011,20/06/2011,,Quebec,48.1478,-66.2479,Ascending,Triplet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,3167,2011,20/06/2011,,Quebec,48.1478,-66.2479,Ascending,Triplet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,3171,2011,20/06/2011,,Quebec,48.1249,-66.2307,Ascending,Triplet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,3187,2011,20/06/2011,,Quebec,48.1174,-66.3207,Ascending,Triplet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,3189,2011,20/06/2011,,Quebec,48.1072,-66.3385,Descending,Triplet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,3198,2011,20/06/2011,,Quebec,48.1201,-66.4187,Ascending,Triplet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,3205,2011,21/06/2011,,Quebec,48.046,-66.8244,Ascending,Triplet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,3234,2011,21/06/2011,,Quebec,48.0848,-66.718,Ascending,Triplet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,3237,2011,21/06/2011,,Quebec,48.1038,-66.7148,Ascending,Triplet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,3241,2011,21/06/2011,,Quebec,48.1151,-66.6921,Descending,Triplet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,3250,2011,21/06/2011,,Quebec,48.1515,-66.7233,Ascending,Triplet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,3252,2011,21/06/2011,,Quebec,48.1587,-66.74,Ascending,Triplet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,3252,2011,21/06/2011,,Quebec,48.1587,-66.74,Ascending,Triplet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,3252,2011,21/06/2011,,Quebec,48.1587,-66.74,2 Songs: Ascending & Ascending,Triplet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1740,2012,7/6/12,,Ontario,50.7594,-94.3456,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1742,2012,7/6/12,,Ontario,50.7741,-94.3459,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1745,2012,7/6/12,,Ontario,50.7849,-94.3742,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1751,2012,7/6/12,,Ontario,50.8146,-94.3863,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1751,2012,7/6/12,,Ontario,50.8146,-94.3863,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1754,2012,7/6/12,,Ontario,50.8305,-94.3954,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1758,2012,7/6/12,,Ontario,50.8534,-94.3741,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1760,2012,7/6/12,,Ontario,50.8635,-94.3601,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1761,2012,6/6/12,,Ontario,51.6722,-93.7352,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1767,2012,6/6/12,,Ontario,51.6658,-93.7987,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1770,2012,6/6/12,,Ontario,51.6471,-93.8123,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1770,2012,6/6/12,,Ontario,51.6471,-93.8123,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1775,2012,6/6/12,,Ontario,51.6121,-93.8171,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1798,2012,6/6/12,,Ontario,51.4855,-93.7748,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1802,2012,6/6/12,,Ontario,51.4627,-93.7472,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1807,2012,6/6/12,,Ontario,51.4342,-93.7189,Descending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1872,2012,5/6/12,,Ontario,50.1631,-92.8361,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1872,2012,5/6/12,,Ontario,50.1631,-92.8361,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,1879,2012,5/6/12,,Ontario,50.2042,-92.8755,Ascending,Doublet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,3255,2012,14/06/2012,,Quebec,48.046,-66.8244,Ascending,Triplet,"AviChorus, Canadian Wildlife Service Audio Surveys"
Avichorus,3255,2012,14/06/2012,,Quebec,48.046,-66.8244,Ascending,Triplet,"AviChorus, Canadian Wildlife Service Audio Surveys"
