"","recording","Source","Year","Date","Subpopulation..if.specified.","Province.State","Latitude","Longitude","Introductory.Notes..if.noted.","Terminal.Strophe.type","Recordist","file.name","max_min_ratio","log_max_min_ratio","min_max_ratio","note_number","mid_to_long_ratio","max_mean_int","min_mean_int","med_note_durs","long_note_durs","short_note_durs","max_note_dur","max_onset_interval_dur","max_mean_dur","min_mean_dur","min_max_dur_ratio","remainder","PC1","PC2","PC3","PC4","poetry","prob_assignment"
"22","ML121581051","Macaulay Library",2018,"5/27/18","La Haute-Côte-Nord","Quebec",48.158,-69.665,"Descending","Doublet","Jocelyn Lauzon","WTSP58.wav",2.19444444444445,0.785928914010912,0.455696202531645,9,0.885906040268456,0.286762431569343,0.13067655109489,0.141969586374696,0.160253548256286,0.105939426196269,0.219407542579076,0.306525243309003,0.201338686131387,0.0544485629562044,0.270432692307692,0,1.88911815773885,0.314345740976567,0.891802184495728,0.0914487013179223,2,0.999960559613825
"23","ML122289641","Macaulay Library",2018,"5/3/18","Stark","Ohio",40.9834,-81.3132,"Ascending","Doublet","Kent Miller","ML122289641_terminal_strophes.wav",2.44871794871795,0.895564601357038,0.408376963350785,5,0.677304964539007,0.309954226501306,0.126578165796345,0.154977113250653,0.228814376631854,0.131446556788512,0.246665143603133,0.318068211488251,0.227732511966928,0.0592320904046998,0.260095011876485,2,2.0263442961283,1.75428213222565,0.486712341720112,-0.250522068053157,2,0.999963864409941
"24","ML122306271","Macaulay Library",2018,"5/30/18","Sept-Rivières","Quebec",50.3225,-66.7726,"Ascending","Triplet","Jocelyn Lauzon","WTSP76.wav",1.05645161290323,0.0549157575961151,0.946564885496183,6,0.889273356401384,0.212148072429907,0.20081191588785,0.208099445093458,0.234010660046729,0.103644859813084,0.263970502336449,0.273687207943925,0.20081191588785,0.16302472741433,0.811827956989247,0,0.703178558804864,-0.173663644545565,-1.39132965119879,1.22387653745905,1,0.997795847409616
"25","ML122576641","Macaulay Library",2018,"5/27/18","La Haute-Côte-Nord","Quebec",48.158,-69.665,"Ascending","Triplet","Jocelyn Lauzon","ML122576641_terminal_strophes.wav",1.09838472834067,0.0938406718249644,0.910427807486632,6,0.799086757990868,0.202257776230269,0.184141103760446,0.141959000696379,0.177651549442897,0.0592171831476323,0.183329909470752,0.261204561281337,0.129250290157846,0.123301532033426,0.95397489539749,0,-0.444894704825786,-0.12998222170844,-0.500125925618364,0.175690737820718,1,0.937344699305452
"26","ML124298691","Macaulay Library",2018,"6/22/18","Brome-Missiquoi","Quebec",45.107,-72.6156,"Descending","Triplet","Jocelyn Lauzon","ML124298691_terminal_strophes.wav",1.13627254509018,0.127753207976233,0.880070546737214,9,0.788690476190476,0.228858435647756,0.201411568585944,0.142616073948631,0.180826418289585,0.0457447784363534,0.188899026248942,0.301915537679932,0.135942718035563,0.106962055461473,0.786817102137768,0,0.152914017469311,-0.106300819122959,-0.712114392762289,-0.358486360815718,1,0.886765044657502
"27","ML136579","Macaulay Library",2011,"2/7/11","","New York",44.4818,-74.4088,"Descending","Triplet","Sean O'Brien","ML136579_terminal_strophes.wav",1.21237693389592,0.192582840860452,0.824825986078886,6,0.969827586206897,0.232721635949267,0.191954852853746,0.18223561979786,0.187905172413793,0.0607452065992866,0.189525044589774,0.29967635255648,0.1447085810543,0.142548751486326,0.985074626865672,0,0.657229777845882,-1.03171025011485,-0.235784687255817,0.10717459458525,1,0.999987495688284
"28","ML136588","Macaulay Library",2011,"6/7/11","","New York",37.3541,-121.9552,"Descending","Triplet","Sean O'Brien","WTSP48.wav",1.23348017621145,0.209839585687847,0.810714285714286,6,0.913419913419913,0.226938168846611,0.183982015457788,0.171014120095125,0.187223989298454,0.0567345422116527,0.201002378121284,0.296640606420927,0.138864546175188,0.1377838882283,0.992217898832685,0,0.672453939246922,-0.590605353307045,-0.337440018177123,0.151443261444985,1,0.999512517316495
"29","ML140282","Macaulay Library",2008,"5/7/08","","Vermont",43.5874,-73.1307,"Descending","Triplet","Hope Batcheller","ML140282_terminal_strophes.wav",1.17025862068965,0.15722476770768,0.85451197053407,9,0.940625,0.219106950196164,0.187229511769834,0.161942767364138,0.172165068294101,0.0538015838419064,0.187229511769834,0.269545935047951,0.143973038360942,0.110965766673932,0.770739910313901,0,0.139635276623211,-0.837881262357588,-0.174363962201629,0.437263909814611,1,0.999847824380211
"30","ML143538121","Macaulay Library",2019,"3/3/19","","South Carolina",32.8118,-79.8418,"Ascending","Triplet","Takayuki Uchida","ML143538121_terminal_strophes.wav",1.39094650205761,0.32998445214247,0.718934911242604,6,0.637223974763407,0.273642998866213,0.196731505102041,0.163538123582766,0.256641510770975,0.0615291950113378,0.307645975056689,0.380509495464853,0.184047855253212,0.137091364323507,0.744868035190616,0,2.53058070181633,1.65465051109355,-1.88565186959724,-0.398085688103623,3,0.943094255154257
"31","ML146267","Macaulay Library",2005,"26/06/2005","","Manitoba",51.6667,-100.9167,"Descending","Doublet","Mark Robbins","ML146267_terminal_strophes.wav",2.81313131313131,1.03429820923275,0.355475763016158,7,0.7734375,0.300409171195652,0.106788179347826,0.133485224184783,0.172586956521739,0.128631216032609,0.24755441576087,0.32198254076087,0.223284375,0.04961875,0.222222222222222,1,2.42295940709749,1.29368367940712,0.799899929030198,-0.0734930972247404,2,0.99999430171454
"32","ML148001361","Macaulay Library",2019,"3/29/19","","Washington",46.6526,-122.9841,"Descending","Doublet","Rachel Hudson","ML148001361_terminal_strophes.wav",1.09248554913295,0.0884554205618636,0.915343915343915,9,0.588235294117648,0.153256747159091,0.140282630997475,0.0702764625420876,0.119469986321549,0.0470311710858586,0.132984690656566,0.16866351010101,0.0875752840909091,0.0681141098484849,0.777777777777778,0,-2.54463886118,1.00578769388623,0.312149499693684,0.34093669582226,3,0.984682277661636
"33","ML148303661","Macaulay Library",2019,"3/31/19","","New York",41.1098,-73.8352,"ascending","Triplet","valerie heemstra","WTSP63.wav",1.01960784313725,0.0194180858571011,0.980769230769231,6,0.838709677419355,0.0854435483870968,0.0838004032258065,0.0427217741935484,0.0509375,0.0345060483870968,0.0624395161290322,0.121592741935484,0.0536760752688172,0.0317674731182796,0.591836734693878,0,-3.54778245004687,-0.903423605915009,1.34670497071349,0.752013241405956,1,0.940444508911826
"34","ML149149781","Macaulay Library",2019,"4/5/19","","New York",40.7662,-73.9744,"Descending","Doublet","Mickey Ryan","ML149149781_terminal_strophes.wav",1.13227513227513,0.12422899996221,0.883177570093458,6,0.981132075471698,0.230914089347079,0.203938144329897,0.210412371134021,0.214458762886598,0.0841649484536083,0.215268041237113,0.304288659793814,0.169948453608248,0.169408934707904,0.996825396825396,0,0.869508272360163,-1.0328115718767,-0.745684623171748,0.401402474111698,1,0.999995990112817
"35","ML149162841","Macaulay Library",2019,"4/5/19","","New Jersey",41.0365,-74.1272,"Descending","Triplet","Krzysztof Bystrowski","ML149162841_terminal_strophes.wav",1.31896551724138,0.276847730286071,0.758169934640523,6,0.843260188087774,0.24762005687974,0.187738082340195,0.217679069609967,0.258139863217768,0.105198063380282,0.27189653304442,0.326923212351029,0.212554035752979,0.174790628385699,0.82233502538071,0,1.82295094429221,0.318652964698354,-1.08519391312659,0.420320640049837,1,0.98455156313112
"36","ML149181651","Macaulay Library",2019,"4/4/19","","Ohio",40.0004,-82.0054,"Ascending","Doublet","Lori McCollister","ML149181651_terminal_strophes.wav",2.4496644295302,0.895951047637033,0.408219178082192,5,0.694690265486726,0.296346414073072,0.120974289580514,0.127469553450609,0.183491204330176,0.125033829499323,0.214343707713126,0.300405953991881,0.200270635994587,0.0438430311231393,0.218918918918919,2,1.49108360760094,1.47976920328406,0.937192848849354,-0.360030615956797,2,0.999990128478587
"37","ML149181731","Macaulay Library",2019,"4/4/19","","Ohio",40.0004,-82.0054,"Ascending","Doublet","Lori McCollister","ML149181731_terminal_strophes.wav",2.63013698630137,0.967035930879391,0.380208333333333,6,0.987012987012987,0.311566451612903,0.118460161290323,0.123328387096774,0.124951129032258,0.117648790322581,0.204465483870968,0.316434677419355,0.199597258064516,0.0443549462365591,0.222222222222222,0,2.24739012805649,-0.266602882640019,1.41793491660169,-0.0042806006055763,2,0.999995086634996
"38","ML149539611","Macaulay Library",2019,"4/7/19","","Kentucky",38.3504,-85.6149,"Ascending","Doublet","Sunil Thirkannad","ML149539611_terminal_strophes.wav",1.27741935483871,0.244841913775288,0.782828282828283,6,0.951612903225807,0.161516314779271,0.126439539347409,0.096257197696737,0.101151631477927,0.0391554702495202,0.115834932821497,0.213723608445297,0.0951695457453615,0.0625399872040947,0.657142857142857,0,-1.10477383633946,-1.1030122082777,1.20151581788007,0.348041263720934,1,0.999394774081055
"39","ML149676381","Macaulay Library",2019,"4/7/19","","Missouri",39.0972,-92.3515,"Descending","Doublet","Joanna Reuter","ML149676381_terminal_strophes_retrim2024.wav",1.11409395973154,0.108041482411085,0.897590361445782,11,0.520689655172413,0.160734446322908,0.144273689771767,0.0609209372358411,0.117000475486053,0.0484139898562975,0.133945371935757,0.177517962806424,0.0819810228233306,0.0745037510566356,0.908792650918634,2,-2.52294869767695,1.40349931163298,0.231883218833761,0.0607524501592735,3,0.997098572918814
"40","ML149714511","Macaulay Library",2019,"4/7/19","","North Carolina",35.9692,-78.6426,"Descending","Triplet","LynnErla Beegle","ML149714511_terminal_strophes.wav",1.12256809338521,0.115619001052934,0.890814558058926,9,0.8575,0.232700205364212,0.207292730601742,0.184439446423859,0.215089733438902,0.0747436823700185,0.224231047110055,0.333926811163896,0.164866280680918,0.149621795823436,0.907534246575343,0,1.04004596353977,-0.369544859672834,-1.2222024436268,-0.201463177746542,1,0.99241452287701
"41","ML149927141","Macaulay Library",2019,"4/8/19","","Kentucky",38.2818,-85.5584,"Ascending","Doublet","Sunil Thirkannad","ML149927141_terminal_strophes.wav",2.37701149425287,0.86584402397969,0.420696324951644,6,0.982248520710059,0.279583333333333,0.117619680851064,0.134654255319149,0.137087765957447,0.120053191489362,0.210904255319149,0.283909574468085,0.202792553191489,0.0584042553191489,0.288,0,1.82239628242804,-0.162032283721384,1.39768841067944,0.529035305244412,2,0.999957354686338
"42","ML150335931","Macaulay Library",2019,"4/11/19","","Massachusetts",42.6221,-70.8142,"UpDown","Triplet","Phil Brown","ML150335931_terminal_strophes_retrim2024.wav",1.19454770755886,0.177767626340597,0.837136929460581,6,0.844594594594595,0.259560426540284,0.217287618483412,0.201940165876777,0.239097156398104,0.0864303909952608,0.24879028436019,0.327950829383886,0.176630331753555,0.17501481042654,0.990853658536585,0,1.365005256278,-0.00215178357343935,-1.20506199352898,0.141979819993264,1,0.989087343946868
"43","ML150436551","Macaulay Library",2019,"4/10/19","","Virginia",38.7257,-77.5437,"Ascending","Triplet","Kelly Krechmer","ML150436551_terminal_strophes.wav",1.03299856527977,0.0324658012495773,0.968055555555555,12,0.899209486166008,0.231870629370629,0.224463650932401,0.183161695075757,0.203691907051282,0.0619931891025642,0.217378715034965,0.301109775641025,0.149749781468531,0.149481412684538,0.998207885304659,0,0.459286195723784,-0.692728594415997,-1.20992319560454,0.292971727190652,1,0.999022918674236
