"","recording","Source","Year","Date","Subpopulation..if.specified.","Province.State","Latitude","Longitude","Introductory.Notes..if.noted.","Terminal.Strophe.type","Recordist","file.name","max_min_ratio","log_max_min_ratio","min_max_ratio","note_number","mid_to_long_ratio","max_mean_int","min_mean_int","med_note_durs","long_note_durs","short_note_durs","max_note_dur","max_onset_interval_dur","max_mean_dur","min_mean_dur","min_max_dur_ratio","remainder","PC1","PC2","PC3","PC4","poetry","prob_assignment"
"44","ML150470201","Macaulay Library",2019,"4/11/19","","Maryland",39.0545,-76.7229,"Descending","Triplet","Elissa Weidaw","ML150470201_terminal_strophes.wav",1.10215053763441,0.0972633054252069,0.907317073170732,6,0.911660777385159,0.221488595438175,0.200960384153661,0.20906362545018,0.229321728691477,0.093187274909964,0.23499399759904,0.298199279711885,0.180432172869148,0.173949579831933,0.964071856287425,0,0.812940729319041,-0.517492282583329,-1.08462198804597,0.567528462447393,1,0.999430806407589
"45","ML150584681","Macaulay Library",2019,"4/12/19","Rockland","New York",41.0428,-73.8975,"Descending","Triplet","valerie heemstra","ML150584681_terminal_strophes.wav",1.10933333333333,0.103759234290852,0.901442307692308,6,0.943965517241379,0.22478221113882,0.202628195137157,0.17750229894015,0.188038965087282,0.0534938435162094,0.213975374064838,0.28367947319202,0.146972984206151,0.132383754156276,0.900735294117647,0,0.488433070198857,-0.796022127258324,-0.719749489243138,0.588444461239102,1,0.99990042828501
"46","ML150761041","Macaulay Library",2019,"4/11/19","","Rhode Island",41.6682,-71.255,"Ascending","Triplet","Luis Mendes","WTSP73.wav",1.06989247311828,0.0675581510112909,0.934673366834171,6,0.715447154471545,0.214833804143126,0.200799435028249,0.142502824858757,0.199180084745763,0.0501998587570622,0.202418785310734,0.280147598870057,0.131167372881356,0.130087806026365,0.991769547325103,0,-0.246181756176119,0.381071078651168,-1.02031916238902,-0.0513276625517919,3,0.503462558957843
"48","ML150778241","Macaulay Library",2019,"4/13/19","Botetourt","Virginia",37.4343,-79.9154,"Hi Descending","Triplet","Paul Droubay","ML150778241_terminal_strophes.wav",1.06507304116866,0.0630433800666209,0.938902743142145,6,0.834586466165414,0.216601493139629,0.203367736077482,0.179871065375303,0.215521186440678,0.0891253026634382,0.217141646489104,0.277098668280872,0.164206618240517,0.158805084745763,0.967105263157895,0,0.120435887367941,-0.193671890519082,-1.00515512718068,0.463199371322507,1,0.983005957729447
"50","ML150818621","Macaulay Library",2019,"4/11/19","","Pennsylvania",39.8811,-76.6873,"Ascending","Triplet","Chuck Berthoud","ML150818621_terminal_strophes.wav",1.01222493887531,0.012150817782513,0.98792270531401,7,0.984528832630098,0.223248106060606,0.220551872895623,0.188736321548822,0.191702178030303,0.0598563762626262,0.198982007575758,0.305752840909091,0.161369554924242,0.141282617845118,0.875522138680034,1,0.429086331795063,-1.36483895793974,-1.04034607300704,0.212146309605753,1,0.999996589277548
"51","ML151217311","Macaulay Library",2019,"4/4/19","","Ohio",40.0004,-82.0054,"Ascending","Doublet","Lori McCollister","ML151217311_terminal_strophes.wav",2.32098765432099,0.84199280815751,0.430851063829787,7,0.865030674846626,0.304246832101373,0.131085071277719,0.152123416050686,0.175858984512496,0.135940073917635,0.247605134635692,0.32204850844773,0.222116370776135,0.0717461501231961,0.32301153612629,1,2.41245155838474,0.631698747452451,0.596729651603571,0.165762857942395,2,0.999796058347445
"52","ML151240401","Macaulay Library",2019,"4/15/19","New London","Connecticut",41.3543,-71.9664,"Ascending","Triplet","Will Sweet","ML151240401_terminal_strophes.wav",1.07317073170732,0.0706175672139534,0.931818181818182,6,0.870503597122302,0.213999367888748,0.199408501896334,0.196166087231353,0.225347819216182,0.0948406289506953,0.241559892541087,0.275605246523388,0.173469184576485,0.170767172355668,0.984423676012461,0,0.472627616592968,-0.206371963158672,-1.15190635306335,0.871232015839612,1,0.996204576767121
"53","ML151764121","Macaulay Library",2019,"4/17/19","","Michigan",42.4086,-85.382,"Descending","Doublet","Thomas Koffel","WTSP22.wav",1.0406976744186,0.0398913290273018,0.960893854748604,6,0.411042944785276,0.146053130929791,0.14034155597723,0.0546679316888045,0.132998102466793,0.0440607210626186,0.133814041745731,0.181138519924099,0.077786211258697,0.0766982922201138,0.986013986013986,0,-2.87891049079375,1.90372814476406,-0.200827144966429,-0.242919558077104,3,0.999836187093273
"54","ML152040921","Macaulay Library",2019,"4/19/19","","New York",40.5923,-73.8914,"UpDown","Triplet","Tom Preston","ML152040921_terminal_strophes_retrim2024.wav",1.24159021406728,0.21639298870448,0.805418719211822,6,0.958715596330275,0.219283266129032,0.17661484735023,0.169323408698157,0.17661484735023,0.0518502304147465,0.183096126152074,0.309481062788019,0.133406322004608,0.131786002304147,0.987854251012146,0,0.727842141584446,-1.01044424754888,-0.172404792790995,-0.141127807288831,1,0.9999695647441
"55","ML152069651","Macaulay Library",2019,"4/19/19","","Vermont",43.5288,-73.213,"descending","Doublet","Joel Tilley","ML152069651_terminal_strophes.wav",1.28465804066544,0.250492566718311,0.77841726618705,12,0.969604863221885,0.223904639175258,0.174291237113402,0.128463273195876,0.132490335051546,0.115576675257732,0.196520618556701,0.289948453608247,0.140410223367698,0.110609965635739,0.787762906309751,0,0.746573245839936,-0.864268952338935,-0.0403021501171923,0.318701150498561,1,0.999982057667679
"57","ML152125251","Macaulay Library",2019,"4/19/19","","Maryland",39.1587,-76.4856,"Ascending","Triplet","Jeff Shenot","ML152125251_terminal_strophes.wav",2.18978102189781,0.783801548828076,0.456666666666667,5,0.789719626168224,0.24442538593482,0.111620926243568,0.137692967409948,0.174356775300172,0.123027444253859,0.198799313893654,0.263979416809605,0.179788450543168,0.0782161234991423,0.435045317220544,2,0.957479482406401,0.852781413815856,1.24746638810047,0.200299034490796,2,0.990573182056503
"58","ML152366311","Macaulay Library",2019,"4/20/19","","Vermont",43.457,-73.1619,"Ascending","Triplet","G & B","ML152366311_terminal_strophes.wav",1.12139917695473,0.11457717076275,0.891743119266055,9,0.879679144385027,0.219844005937756,0.19604437960688,0.176950894075894,0.201153903903904,0.051095242970243,0.211372952497953,0.285595515970516,0.158771744471744,0.12343535012285,0.777439024390244,0,0.374045220348949,-0.434890057704886,-0.749255600932091,0.371284816675649,1,0.9963901051913
"59","ML152381611","Macaulay Library",2019,"4/20/19","","New York",42.7364,-73.6532,"Ascending","Triplet","Brad Walker","ML152381611_terminal_strophes.wav",1.05034013605442,0.0491140508119397,0.952072538860103,6,0.839449541284404,0.208778086823735,0.198771883180628,0.148470427028796,0.176866410340314,0.0527353975785341,0.184979548429319,0.275846695026178,0.132514588787086,0.119533567844677,0.902040816326531,0,-0.283134222624868,-0.472470726499423,-0.739433425942106,0.0983081371757682,1,0.984220663845882
"60","ML152426451","Macaulay Library",2019,"4/18/19","","Virginia",38.4777,-77.9429,"Ascending","Triplet","Kelly Krechmer","ML152426451_terminal_strophes_retrim2024.wav",1.21670428893905,0.196145800863861,0.821892393320965,9,0.919060052219321,0.217436244877049,0.178709195696721,0.189332240437158,0.206006386612022,0.0769162226775957,0.216226024590164,0.272702971311475,0.177821700819672,0.131914011270492,0.741833030852995,0,0.547062186316587,-0.456818523505998,-0.361618755174534,0.691343977605132,1,0.999441855867533
"61","ML152587961","Macaulay Library",2019,"4/21/19","","New Jersy",40.6951,-74.5215,"Ascending","Triplet","Jeff Ellerbusch","ML152587961_terminal_strophes.wav",1.20998531571219,0.190608223759959,0.826456310679612,6,0.990909090909092,0.222563750532141,0.183939216155811,0.176646471902937,0.178267081736909,0.0583419540229885,0.187990740740741,0.293330379948914,0.141533258833546,0.133970412941677,0.946564885496183,0,0.605154180383178,-1.14603212954207,-0.158213025005598,0.228693099013364,1,0.999998747319321
"62","ML152655191","Macaulay Library",2019,"4/21/19","","Massachusetts",42.493,-70.8402,"Descending","Triplet","Jeffrey Offermann","ML152655191_terminal_strophes.wav",1.216,0.195566783543975,0.822368421052631,6,0.804347826086957,0.246355357142857,0.202594866071429,0.179904241071429,0.223664732142857,0.0664511160714286,0.228527008928571,0.327393303571429,0.165317410714286,0.14802931547619,0.895424836601307,0,1.08538677056998,0.111628311669232,-0.99695202795521,-0.201526227734852,1,0.942362772754282
"63","ML152763311","Macaulay Library",2019,"4/20/19","","West Virginia",39.6362,-79.9636,"Ascending","Triplet","Gordon Dimmig","ML152763311_terminal_strophes.wav",1.13084112149533,0.122961711134835,0.884297520661157,9,0.633333333333334,0.244039884868421,0.215803865131579,0.15328125,0.242023026315789,0.0785230263157895,0.262998355263158,0.300108552631579,0.172320394736842,0.139969983552632,0.812265917602996,0,0.636599345531611,1.31405720134399,-1.62464760914218,0.206351482173964,3,0.943319883032329
"64","ML152956471","Macaulay Library",2019,"4/19/19","","Pennsylvania",40.7494,-80.0254,"Ascending","Triplet","Clark Trauterman","ML152956471_terminal_strophes_triplet.wav",1.62869198312236,0.4877772283297,0.6139896373057,5,0.907801418439716,0.313730043541364,0.192626995645864,0.208069666182874,0.229201741654572,0.0682728592162554,0.229201741654572,0.339738751814224,0.17284954039671,0.13166908563135,0.761755485893417,2,2.00926318721523,-0.136280823309426,-0.0692104288501318,-0.163519164547281,1,0.999027896830274
"65","ML152956471","Macaulay Library",2019,"4/19/19","","Pennsylvania",40.7494,-80.0254,"Ascending","Triplet","Clark Trauterman","ML152956471_terminal_strophes_doublet.wav",2.16528925619835,0.772553958164356,0.461832061068702,7,0.994011976047905,0.282773462783172,0.130593851132686,0.134371359223301,0.135180825242718,0.131673139158576,0.210461165048544,0.293026699029126,0.189415048543689,0.0588211974110032,0.31054131054131,1,1.83807880436766,-0.336960362168579,1.18099762372589,0.433781226309792,2,0.999944912810672
"68","ML153008851","Macaulay Library",2019,"4/23/19","","Ontario",45.5043,-77.5763,"Ascending","Doublet","Brian Shulist","ML153008851_terminal_strophes.wav",2.10666666666667,0.745106919490657,0.474683544303797,5,0.631034482758621,0.256811145510836,0.121904024767802,0.148722910216718,0.235681114551084,0.14140866873065,0.235681114551084,0.260061919504644,0.215092879256966,0.0853328173374612,0.396725440806045,2,0.951751436359926,2.00660171266395,0.641529767958598,0.330112765176865,2,0.994668330616295
"69","ML153175621","Macaulay Library",2019,"4/23/19","","New York",42.8463,-78.8595,"Ascending","Doublet","Thomas Mudd","ML153175621_terminal_strophes_retrim2024.wav",2.06779661016949,0.726483600827537,0.483606557377049,6,0.863387978142076,0.296165748898678,0.143227698237885,0.127852973568282,0.148082874449339,0.115715033039648,0.231430066079295,0.305876101321586,0.204456864904552,0.0566437224669603,0.277044854881266,0,1.89615178841049,0.480926484413307,0.634045124404966,0.200894587583738,2,0.999956698716431
"70","ML153443091","Macaulay Library",2019,"4/24/19","","Massachusetts",42.3033,-72.3319,"Ascending","Triplet","Larry Therrien","ML153443091_terminal_strophes.wav",1.12820512820513,0.120627987788614,0.886363636363637,6,0.784313725490196,0.225639866979656,0.199998973004695,0.161942488262911,0.206476672535211,0.0477730340375587,0.21862235915493,0.280160504694836,0.144128814553991,0.133332648669797,0.925093632958801,0,0.209312157748387,0.190873739101534,-0.88151276436183,0.30450002682246,1,0.893851073189362
"71","ML153826801","Macaulay Library",2019,"4/25/19","","Virginia",38.4021,-77.9116,"Ascending","Triplet","Kelly Krechmer","ML153826801_terminal_strophes.wav",1.01909307875895,0.0189130933064872,0.981264637002342,7,0.833756345177665,0.230136014602216,0.225824332829809,0.177048432779456,0.212350327291037,0.0784187122356495,0.22636329305136,0.29588916163142,0.171793570619335,0.153603663141994,0.894117647058823,1,0.328943115007413,-0.26044932914808,-1.4006495730234,0.321455074325697,1,0.980097278280256
"72","ML153826821","Macaulay Library",2019,"4/25/19","","Virginia",38.4021,-77.9116,"Ascending","Triplet","Kelly Krechmer","ML153826821_terminal_strophes.wav",1.16767676767677,0.155016106103687,0.856401384083045,9,0.778443113772456,0.233234660981697,0.199742486480865,0.139886993899057,0.179700984470327,0.0538026899611759,0.192075603161398,0.296990848585691,0.139779388519135,0.105318765599002,0.753464203233257,0,0.173474790567303,0.0342287390708195,-0.62194879856613,-0.280529009125651,1,0.838407914292308
"73","ML154019221","Macaulay Library",2019,"4/26/19","","Michigan",42.2821,-85.1297,"Descending","Doublet","Gordon Green","ML154019221_terminal_strophes.wav",2.37068965517241,0.863180906560207,0.421818181818182,7,0.914754098360656,0.296470933263816,0.125056830031283,0.150391618873827,0.164406608446298,0.137454705422315,0.240950013034411,0.30725169447341,0.222757478493222,0.0592941866527633,0.266182698124622,1,2.29174278578009,0.363169756517671,0.862177146324264,0.409501527042794,2,0.999962651636128
"75","ML154043581","Macaulay Library",2019,"4/25/19","","Quebec",46.0736,-72.8447,"Ascending","Triplet","Daniel Jauvin","ML154043581_terminal_strophes.wav",1.00245098039216,0.00244798163864004,0.997555012224939,7,0.857712765957447,0.2204765625,0.2199375,0.17384765625,0.2026875,0.05579296875,0.21346875,0.29109375,0.160505859375,0.1417734375,0.883291351805206,1,0.133189334302595,-0.504539479529413,-1.28364099745235,0.29126911850542,1,0.992175282598573
"76","ML154323861","Macaulay Library",2019,"4/27/19","","Indiana",41.6735,-85.9464,"Descending","Doublet","Eric Michael","ML154323861_terminal_strophes.wav",2.49767441860465,0.915360066381202,0.400372439478585,7,0.803724928366762,0.289658157602664,0.115971143174251,0.151301886792453,0.188250832408435,0.135928967813541,0.278330743618202,0.300985571587125,0.23423473917869,0.0674250832408435,0.287852619458837,1,2.46865974299041,1.32702133650985,0.496032252606926,0.684862752009493,2,0.99995759601406
"77","ML155337671","Macaulay Library",2019,"4/28/19","","Vermont",44.4525,-72.9637,"ascending","Triplet","Jeff Hullstrung","ML155337671_terminal_strophes.wav",1.06874189364462,0.0664821563461428,0.935679611650485,6,0.779411764705882,0.22248,0.20817,0.17172,0.22032,0.0931500000000001,0.22356,0.28188,0.17928,0.14418,0.804216867469879,0,0.143080731643373,0.159002076075175,-1.15583779918969,0.340893510982303,1,0.853493102446185
"78","ML15562","Macaulay Library",1954,"6/6/54","","Manitoba",53.8255,-101.2476,"Ascending","Triplet","Arthur Allen","ML15562_terminal_strophes.wav",1.17606837606838,0.162176990701487,0.850290697674419,6,0.928571428571428,0.186397704590818,0.158492234281437,0.116227638473054,0.125168226047904,0.0650224550898203,0.133296032934132,0.297477732035928,0.104577781936128,0.0997010978043912,0.953367875647668,0,-0.158129693375791,-1.23846615619996,0.15455467327553,-0.650739926411775,1,0.999768637609122
"79","ML15563","Macaulay Library",1954,"7/6/54","","Manitoba",53.8255,-101.2476,"Ascending","Triplet","Peter Kellogg","ML15563_terminal_strophes.wav",1.30879345603272,0.269105686878846,0.7640625,6,0.732558139534884,0.173674048835889,0.132697827938671,0.102576235093697,0.140024701873935,0.0871083901192504,0.141652896081772,0.252370102214651,0.111802668938103,0.108003549119818,0.966019417475728,0,-0.765609039144056,0.247094368143399,0.492902782764008,-0.410440346343503,1,0.61602401274965
"80","ML15564","Macaulay Library",1954,"9/6/54","","Manitoba",50.8553,-100.222,"Ascending","Triplet","Arthur Allen","ML15564_terminal_strophes.wav",1.27868852459016,0.24583496251628,0.782051282051282,6,0.809782608695652,0.190191076807229,0.148739175451807,0.121104574548193,0.149551957831325,0.0942827560240964,0.151177522590361,0.271469314759036,0.124084776606426,0.119208082329317,0.960698689956331,0,-0.323026637235993,-0.221287185648908,0.296174785442309,-0.369100659801153,1,0.957173039991952
"81","ML15565","Macaulay Library",1953,"2/6/53","","Quebec",49.2213,-68.1504,"Ascending","Triplet","Arthur Allen","ML15565_terminal_strophes.wav",1.01813471502591,0.01797224240443,0.982188295165395,9,0.740157480314961,0.159121686662946,0.156287458147321,0.101492373511905,0.13712267485119,0.0863764880952381,0.145760323660714,0.275325055803571,0.112721316964286,0.102842006138393,0.91235632183908,0,-1.01928182483513,-0.238443598034685,-0.61703368205564,-0.612680743394728,1,0.650809974898096
"82","ML15566","Macaulay Library",1953,"24/06/1953","","Quebec",48.9474,-66.1224,"Ascending","Triplet","Arthur Allen","WTSP91.wav",1.01558441558442,0.0154642256975816,0.984654731457801,9,0.768240343347639,0.15808982712766,0.155663896276596,0.0964981382978723,0.125609308510638,0.0824816489361702,0.126148404255319,0.284642553191489,0.104800212765957,0.0974415558510638,0.929783950617284,0,-1.08075937933366,-0.57470522253733,-0.467042204600914,-0.916883123709469,1,0.829955528043368
"83","ML15568","Macaulay Library",1953,"26/06/1953","","Quebec",48.9474,-66.1224,"Ascending","Triplet","Arthur Allen","ML15568_terminal_strophes.wav",1.10992148465382,0.104289278276327,0.900964630225081,12,0.969899665551839,0.167323683851609,0.150752720949264,0.117018975040917,0.120650598404255,0.091597611497545,0.125896276595745,0.242108224222586,0.111100774004364,0.108410682624114,0.975786924939468,0,-0.937968922757043,-1.44229965126618,0.436300687284948,0.146039638303693,1,0.999987311845461
"84","ML15570","Macaulay Library",1953,"26/06/1953","","Quebec",48.9474,-66.1224,"Ascending","Triplet","Arthur Allen","ML15570_terminal_strophes.wav",1.07563025210084,0.0729067708080879,0.9296875,9,0.870967741935484,0.155561320754717,0.144623415389151,0.102087116745283,0.117211134040881,0.0885835298742138,0.121532281839623,0.221998968160377,0.106300235849057,0.0980360406839622,0.922256097560975,0,-1.50398482013607,-0.894360786763713,0.364429977323968,0.140754915584517,1,0.995813979408571
"85","ML15571","Macaulay Library",1953,"29/06/1953","","Vermont",44.5437,-72.8143,"Descending","Triplet","Arthur Allen","ML15571_terminal_strophes.wav",1.04285714285714,0.0419641990990316,0.958904109589042,9,0.951351351351351,0.147882869944853,0.141805491727941,0.0950772058823529,0.0999391084558823,0.0621243106617647,0.103720588235294,0.233371323529412,0.0897831341911765,0.0806265510110294,0.898014440433213,0,-1.48428756856867,-1.57271670596681,0.437053835371965,-0.036994158405719,1,0.999938890957579
"86","ML15572","Macaulay Library",1952,"24/04/1952","","New York",42.444,-76.5019,"Ascending","Triplet","Arthur Allen","ML15572_terminal_strophes.wav",1.08031088082902,0.0772488523339713,0.925659472422062,9,0.9375,0.168621318630064,0.156085920842217,0.10513559434968,0.112144633972992,0.0770994358564322,0.124545242537313,0.320259195095949,0.104488606076759,0.0901739905383795,0.863003095975233,0,-0.174444021021306,-1.56323719186563,-0.223872072775733,-1.0391438496249,1,0.999841033276307
"87","ML15573","Macaulay Library",1952,"29/04/1952","","New York",42.444,-76.5019,"Ascending","Triplet","Arthur Allen","ML15573_terminal_strophes.wav",1.08616187989556,0.0826502710806172,0.920673076923077,9,0.763157894736842,0.168280911062907,0.154931704175705,0.0938489696312364,0.122974511930586,0.0792861984815618,0.144009625813449,0.320380965292842,0.100968546637744,0.0958715767353579,0.94951923076923,0,-0.300937159951896,-0.415890413275285,-0.613287399097381,-1.22439337676299,1,0.809765284507159
"88","ML15574","Macaulay Library",1952,"16/05/1952","","New York",42.444,-76.5019,"Ascending","Triplet","Arthur Allen","ML15574_terminal_strophes.wav",1.46009389671362,0.37850074646981,0.684887459807074,6,0.915384615384615,0.168915417401529,0.115688051146384,0.0969498456790124,0.105911596119929,0.0716940035273369,0.110799823633157,0.229746693121693,0.096678277483833,0.0863586860670194,0.893258426966292,0,-0.78770748835617,-0.804754850203551,1.51075080402963,-0.0492828201765634,1,0.999469780254609
"89","ML15575","Macaulay Library",1952,"16/05/1952","","New York",42.444,-76.5019,"Ascending","Triplet","Arthur Allen","ML15575_terminal_strophes.wav",1.24220623501199,0.216889020460681,0.805019305019305,6,0.699186991869919,0.141153656639004,0.113631418568465,0.0703043309128631,0.100551543049793,0.0621294087136929,0.107908973029046,0.184753241701245,0.0806592323651452,0.0746642894190871,0.925675675675676,0,-2.11521868483703,0.339230477989676,1.05385658890896,0.0492139995591038,3,0.657663733330966
"90","ML15576","Macaulay Library",1952,"10/6/52","","Massachusetts",42.6376,-73.1662,"Ascending","Triplet","Peter Kellogg","ML15576_terminal_strophes.wav",1.39354838709677,0.331853290764919,0.717592592592593,6,0.924050632911392,0.175892441860465,0.126219113372093,0.118890261627907,0.128662063953488,0.090389171511628,0.130290697674419,0.273610465116279,0.114004360465116,0.111289970930233,0.976190476190476,0,-0.124891743696166,-0.915397139303708,0.901484871996848,-0.394888668583779,1,0.999714422623356
"91","ML15578","Macaulay Library",1951,"19/06/1951","","New York",43.9948,-73.8313,"Ascending","Triplet","Arthur Allen","ML15578_terminal_strophes.wav",1.42465753424658,0.353931457992981,0.701923076923077,6,0.76219512195122,0.169377777777778,0.118890170940171,0.10178952991453,0.133547863247863,0.08876047008547,0.149834188034188,0.267095726495726,0.112375641025641,0.103689601139601,0.922705314009662,0,-0.273464223227588,0.201834414769125,0.617421971754652,-0.458307240474354,1,0.797192142197236
"92","ML15580","Macaulay Library",1951,"30/06/1951","","New York",44.4314,-74.4118,"Ascending","Triplet","Arthur Allen","ML15580_terminal_strophes.wav",1.00833333333333,0.00829880281469506,0.991735537190083,9,0.906862745098039,0.147096934594756,0.145881257449344,0.0999556764004767,0.110221394517282,0.0761824344457688,0.116705005959476,0.22530549761621,0.0982267133492253,0.0919862373361144,0.936468646864687,0,-1.6116480550654,-1.25841716901768,0.170978589987366,0.136163586117307,1,0.999234545821114
"93","ML15581","Macaulay Library",1951,"20/06/1951","","New York",44.4314,-74.4118,"Descending","Triplet","Arthur Allen","ML15581_terminal_strophes.wav",1.14754098360656,0.137621377876048,0.871428571428571,6,0.895104895104895,0.171030363105175,0.149040744991653,0.104247078464107,0.116463532971619,0.0610822725375626,0.123793405676127,0.242700229549249,0.0977316360601001,0.0901302865887591,0.922222222222223,0,-1.03085259159431,-0.976955399269058,0.481643703168029,-0.0764566911595771,1,0.99860223384766
"94","ML15582","Macaulay Library",1955,"27/04/1955","","New York",42.444,-76.5019,"Ascending","Triplet","Peter Kellogg","ML15582_terminal_strophes.wav",1.50387596899225,0.408045754701656,0.664948453608248,6,0.736434108527132,0.158175094517958,0.105178284499055,0.0774568761814745,0.105178284499055,0.065226843100189,0.119038988657845,0.264168714555766,0.0847948960302457,0.0804464398235665,0.94871794871795,0,-0.610403210521727,0.205091137098725,1.05487319874909,-0.868689650701451,1,0.637642690024941
"95","ML15584","Macaulay Library",1957,"20/07/1957","","Quebec",48.05,-65.4833,"Descending","Triplet","Robert Robinson","ML15584_terminal_strophes.wav",1.31641285956007,0.274910506772294,0.759640102827763,6,0.958333333333333,0.210604728929924,0.159983797940341,0.112069868607955,0.116942471590909,0.08039794921875,0.121815074573864,0.329712801846591,0.105031664299242,0.101241861979167,0.963917525773196,0,0.392521193336225,-1.4301140696134,0.469904562456693,-1.19323994444719,1,0.999967016031918
"96","ML15590","Macaulay Library",1962,"4/6/62","","Vermont",44.5437,-72.8143,"Ascending","Triplet","Robert C Stein","ML15590_terminal_strophes.wav",1.0641975308642,0.0622210229972095,0.93967517401392,9,0.843220338983051,0.174277042651593,0.163763810380267,0.107288883179171,0.127237067488866,0.0889581192189106,0.135863309352518,0.266874357656732,0.112895940390545,0.10149312692703,0.898997134670487,0,-0.902415081853046,-0.795291764448114,-0.152773470609521,-0.376331099253369,1,0.986316858467934
"97","ML15592","Macaulay Library",1962,"4/6/62","","Vermont",44.5437,-72.8143,"Ascending","Triplet","Robert C Stein","ML15592_terminal_strophes.wav",1.29140461215933,0.255730472645179,0.774350649350649,6,0.959731543624161,0.167169909757473,0.129448128172589,0.11642190143824,0.121306736463621,0.0814139170896785,0.122120875634518,0.247498307952623,0.106380851663847,0.106380851663847,1,0,-0.599982108941044,-1.19778188402213,0.960349021968309,-0.0300799867109989,1,0.999973158105932
"98","ML15593","Macaulay Library",1962,"5/6/62","","New Hampshire",44.7814,-71.1379,"Ascending","Triplet","Robert C Stein","ML15593_terminal_strophes.wav",1.45253863134658,0.373312805842283,0.688449848024316,6,0.909638554216868,0.178519381415451,0.122901641004862,0.122901641004862,0.135110413290113,0.0968562601296596,0.135110413290113,0.288127025931929,0.120459886547812,0.116118989735278,0.963963963963964,0,0.147160952980426,-0.791885165299296,0.86284526559049,-0.580553178731578,1,0.999368145642967
"99","ML15596","Macaulay Library",1962,"12/6/62","","Maine",44.3924,-68.3021,"Ascending","Triplet","Robert C Stein","WTSP56.wav",1.47435897435897,0.388223301673658,0.678260869565217,6,0.797814207650273,0.18668991416309,0.126624463519313,0.118507510729614,0.148540236051502,0.0884747854077253,0.162339055793991,0.301950643776824,0.124459942775393,0.112555078683834,0.904347826086956,0,0.411928257150698,0.0183570188894033,0.409410254472865,-0.7115670171886,1,0.929120291785394
"100","ML15598","Macaulay Library",1962,"12/6/62","","Maine",44.3924,-68.3021,"Descending","Triplet","Robert C Stein","WTSP25.wav",1.18650793650794,0.171014485879263,0.842809364548495,6,0.899328859060402,0.162042133781764,0.136570627802691,0.108931334080717,0.121125140134529,0.0682853139013453,0.123563901345291,0.214610986547085,0.100260183109118,0.0986343423019432,0.983783783783784,0,-1.27591397972277,-0.860123539978391,0.800013259210077,0.318131441065562,1,0.998985731770134
"101","ML15599","Macaulay Library",1963,"13/06/1963","","Michigan",46.6015,-85.1933,"Ascending","Triplet","Robert C Stein","ML15599_terminal_strophes.wav",1.06235011990408,0.060483548246334,0.941309255079007,9,0.829166666666666,0.179057255569307,0.168548251856436,0.10724573019802,0.129341584158416,0.0754492574257426,0.135808663366337,0.321737190594059,0.11026370049505,0.0961978032178218,0.872434017595308,0,-0.296260458286617,-0.894952149829565,-0.546938962878711,-1.17985233365315,1,0.975485268451341
"102","ML15600","Macaulay Library",1963,"19/06/1963","","Minnesota",47.9032,-91.8671,"Ascending","Triplet","Robert C Stein","ML15600_terminal_strophes.wav",1.375,0.318453731118534,0.727272727272728,6,0.986928104575163,0.178847594637224,0.130070977917981,0.122754485410095,0.124380372634069,0.0861720228706625,0.126819203470032,0.27640082807571,0.111102293638276,0.111102293638275,1,0,-0.0271507540627212,-1.32720937949499,0.955513110337967,-0.322158734386516,1,0.999998049444304
"103","ML15601","Macaulay Library",1963,"20/06/1963","","Ontario",50.0978,-91.922,"Ascending","Triplet","Robert C Stein","ML15601_terminal_strophes.wav",1.38759689922481,0.327573401479083,0.720670391061452,6,0.884146341463415,0.194094246031746,0.139877976190476,0.117920386904762,0.133372023809524,0.0821376488095238,0.136625,0.291141369047619,0.116022817460317,0.106263888888889,0.91588785046729,0,0.0603904333325748,-0.703388043172589,0.658567368973045,-0.658482651993527,1,0.997644026440156
"104","ML15602","Macaulay Library",1963,"23/06/1963","","Ontario",47.8423,-83.4026,"Ascending","Triplet","Robert C Stein","ML15602_terminal_strophes.wav",1.11504723346829,0.108896765869809,0.896822995461422,12,0.907692307692308,0.17761626940133,0.159290354767184,0.118903478381375,0.130995357538803,0.08222477827051,0.140265798226164,0.278919345898004,0.11232012195122,0.109095620842572,0.971291866028708,0,-0.463701600976417,-1.09378189799901,-0.0112338494722162,-0.344354253528417,1,0.999312314344752
"105","ML15606","Macaulay Library",1963,"25/06/1963","","Ontario",43.7325,-79.7773,"Descending","Triplet","Robert C Stein","ML15606_terminal_strophes.wav",1.28436911487759,0.250267636601523,0.778592375366569,6,0.99390243902439,0.184741738505747,0.143838509012539,0.132461451802508,0.133274098746082,0.0723255779780565,0.144651155956113,0.281175842476489,0.114312336729363,0.111061748955068,0.971563981042654,0,0.107386150349437,-1.3480235714807,0.544297840186056,-0.140059318503191,1,0.999999292882287
"106","ML15607","Macaulay Library",1963,"28/06/1963","","Ontario",51.2731,-80.64,"Ascending","Triplet","Robert C Stein","ML15607_terminal_strophes.wav",1.1156462585034,0.109433841045462,0.896341463414634,12,0.876506024096384,0.176335567823344,0.158056880914827,0.117333041699527,0.133864501182965,0.0790284404574133,0.141928627760253,0.28063160488959,0.111284946766562,0.108865708793375,0.978260869565218,0,-0.488272958159752,-0.907803396694978,-0.0766667722030195,-0.423564714356547,1,0.997040352656484
