,file.name,threshold_30,threshold_25,salvageable_30,tentative_score,new_threshold,trim_before,trim_after,recommendation,WTSP notes,resamp_useable,resamp_new_threshold,resamp_trim_before,resamp_trim_after,resamp_notes
274,WTSP28.wav,yes,yes,yes,doublet drops,NA,0,1.626666667,,match,,NA,0,,
275,WTSP29.wav,trim,yes,yes,doublet drops,NA,0,1.644875283,,match,,30,0,,
276,WTSP30.wav,no,use,yes,,15,0,1.653424036,,match,,16,0,,
277,WTSP31.wav,no,use,yes,,45,0,0.97415625,,match,,40,0,,
278,WTSP32.wav,no,no,no,NA,NA,0,1.480833333,,,no,NA,0,,
279,WTSP33.wav,yes,yes,,doublet,NA,0,1.400657596,,match,,NA,0,,
280,WTSP34.wav,yes,yes,,,NA,0,2.009,,match,,NA,0,,
281,WTSP35.wav,no,use,yes,,23,0,1.268412698,,match,,30,0,,
282,WTSP36.wav,yes,use,,,40,0,1.38534375,,match,,NA,0,,inconsistent triplet (recording? singer?)
283,WTSP37.wav,no,yes,yes,triplet?,NA,0,1.6245,,match,,20,0.46,,
284,WTSP38.wav,no,use,yes,NA,10,0,1.215056689,,match,no,NA,0,,
285,WTSP39.wav,no,use,yes,,15,0.75,2.22260771,,match,,20,0.75,,
286,WTSP40.wav,no,use,yes,NA,NA,0,1.183333333,ambiguous?,match,,20,0,,irregular
287,WTSP41.wav,yes,yes,yes,doublet drops,NA,0,1.76170068,listen to recording,match,,NA,0,1.3,
288,WTSP42.wav,yes,yes,,,NA,0,1.299206349,,match,,NA,0,,
289,WTSP43.wav,yes,yes,,,NA,0,1.102958333,,match,,NA,0,,
290,WTSP44.wav,yes,yes,,,NA,0,2.131496599,,match,,NA,0,,
291,WTSP45_terminal_strophes_retrim2024.wav,yes,trim,yes,doublet drops,NA,0,0.72,halp?,match,,NA,0,,
292,WTSP46_terminal_strophes_retrim2024.wav,no,trim,yes,doublet drops?,NA,0,1.1,ambiguous?,match,,20,0,,
293,WTSP47.wav,yes,yes,,,NA,0,1.903287982,,match,,NA,0,,
294,WTSP48.wav,yes,yes,,,NA,0,1.363229167,,match,,NA,0,,
295,WTSP49.wav,yes,yes,,,NA,0,1.23146875,,match,,NA,0,,
296,WTSP50.wav,yes,yes,yes,doublet drops,NA,0,1.4443125,listen to recording,match,,NA,0,,
297,WTSP51.wav,no,use,yes,doublet,20,0,1.80475,,match,,20,0,,inconsistent doublet (singer)
298,WTSP52.wav,yes,yes,,,NA,0,2.445854167,,match,,NA,0,,
299,WTSP53.wav,no,no,no,NA,NA,0,1.469274376,,,no,NA,0,,
300,WTSP54.wav,no,use,yes,doublet drops,10,0,1.3675,"lower threshold to 15%, listen to recording",match,,10,0.4,,
301,WTSP55.wav,no,yes,yes,doublet,NA,0,1.818791667,,match,,NA,0,1,
302,WTSP56.wav,no,use,yes,,45,0,1.134729167,,match,,NA,0,,
303,WTSP57.wav,no,no,no,NA,NA,0,1.664333333,,,no,NA,0,,
304,WTSP58.wav,yes,yes,,doublet,NA,0,1.9891875,,match,,34,0,,
305,WTSP59.wav,yes,yes,,,NA,0,1.442666667,,match,,34,0,,
306,WTSP60.wav,no,yes,yes,doublet,NA,0,1.909697917,,match,,27,0,,
307,WTSP61.wav,no,no,no,NA,NA,0,1.704583333,,,no,NA,0,,
308,WTSP62.wav,yes,yes,,,NA,0,1.224197917,,match,,NA,0,,
309,WTSP63.wav,no,no,yes,NA,45,0,0.662208333,listen to recording; rhythm is weird,,,40,0,,inconsistent triplet (singer? recording?)
310,WTSP64.wav,trim,yes,yes,doublet drops,NA,0,2.723469388,,match,,15,0,1.95,
311,WTSP65.wav,no,no,no,doublet drops,NA,0,2.456077098,,,,17,0,1.8,
312,WTSP66.wav,yes,yes,,,NA,0,1.154958333,,match,,NA,0,,
313,WTSP67.wav,no,no,no,NA,NA,0,0.950226757,,,no,NA,0,,
314,WTSP68.wav,no,no,yes,doublet drops,NA,0,1.25,,,,NA,0.45,,
315,WTSP69.wav,no,use,yes,,21.5,0,1.901836735,alt: threshold to 20,match,,20,0,,
316,WTSP70.wav,trim,use,yes,doublet drops,NA,0,1.3,,match,,23,0,2.1,missed duration; trimmed and threshold
317,WTSP71_terminal_strophes_retrim2024.wav,yes,yes,yes,doublet drops,NA,0,1.793104167,,match,,NA,0,,irregular
318,WTSP72.wav,no,no,no,,NA,0,1.839375,,,no,NA,0,,
319,WTSP73.wav,yes,yes,,,NA,0,1.433151927,,match,,NA,0,,
320,WTSP74.wav,yes,yes,,,NA,0,1.628625,,match,,NA,0,,
321,WTSP75.wav,yes,yes,,,NA,0,1.430854167,,match,,NA,0,,
322,WTSP76.wav,no,no,no,,NA,0,1.386270833,,,,16,0,,
323,WTSP77.wav,no,no,no,,NA,0,1.423492063,,,no,NA,0,,
324,WTSP78.wav,no,no,no,NA,NA,0,1.17546875,,,no,NA,0,,
325,WTSP79.wav,no,no,no,NA,NA,0,2.250333333,,,no,NA,0,,
326,WTSP80.wav,no,no,no,NA,NA,0,1.440145833,,,no,NA,0,,
327,WTSP81.wav,no,no,no,doublet drops?,NA,0,1.763877551,,,no,NA,0,,
328,WTSP82_terminal_strophes_retrim2024.wav,trim,use,yes,doublet drops,23,0,1.72,,match,,31,0,0.99,
329,WTSP83.wav,no,yes,yes,doublet,NA,0,1.348125,,match,,20,0,,
330,WTSP84.wav,trim,no,yes,doublet drops,NA,0,1.8165625,,,,NA,0,0.86,inconsistent triplet (recording? singer?)
331,WTSP85.wav,no,no,no,doublet drops,NA,0,1,,,,33,0,,inconsistent triplet (recording)
332,WTSP86.wav,trim,use/trim,yes,doublet drops,28,0,0.95,,match,,16,0,,missed duration
333,WTSP87.wav,no,trim,yes,triplet?,NA,0,1.1,alt: threshold to 23 (halp?),match,,NA,0,,inconsistent triplet (singer)
334,WTSP88.wav,no,yes,yes,NA,NA,0,1.7975625,,match,,NA,0,,
335,WTSP89.wav,no,no,no,NA,NA,0,1.8159375,,,no,NA,0,,
336,WTSP90.wav,no,no,no,doublet drops,NA,0,1.94739229,,,no,NA,0,,
337,WTSP91.wav,yes,yes,,,NA,0,1.520260417,,match,,NA,0,,
338,XC14297_terminal_strophes.wav,yes,use,,doublet,30,0,1.240090703,,,,NA,0,,
339,XC14298_terminal_strophes_retrim2024.wav,yes,yes,,doublet drops?,NA,0,1.601609977,,,,NA,0,,
340,XC16937_terminal_strophes.wav,no,trim,no,doublet,NA,0,1.1,,,,17,0,,
341,XC33226_terminal_strophes.wav,no,no,yes,doublet,NA,0,1.28877551,,,,27,0,,
342,XC52450_terminal_strophes.wav,no,yes,yes,,NA,0,1.993166667,,,,NA,0,,
343,XC77875_terminl_strophes.wav,yes,yes,,doublet,NA,0,1.91537415,,,,NA,0,,
344,XC83546_terminal_strophes.wav,yes,yes,,,NA,0,1.861315193,,,,NA,0,,
345,XC89189_terminal_strophes.wav,yes,yes,,,NA,0,1.385510204,,,,NA,0,,
346,XC137567_terminal_strophes.wav,no,yes,yes,,NA,0,1.950294785,,,,25,0,,missed duration; cretic either way
347,XC141294_terminal_strophes.wav,no,no,yes,doublet,NA,0,1.625714286,,,,10,0.45,,
348,XC141419_terminal_strophes.wav,no,no,no,doublet,NA,0,0.9,,,no,NA,0,,
349,XC142150_terminal_strophes.wav,no,use,yes,,22,0,1.5,,,,27,0,1.48,
350,XC147689_terminal_strophes_retrim2024.wav,yes,use,yes,doublet drops,30,0,1.18600907,,,no,NA,0,,starts on a signal. only recording here that returns an uh oh error. not included in analysis
351,XC147925_terminal_strophes.wav,no,no,no,NA,NA,0,1.682131519,,,no,NA,0,,
352,XC153309_terminal_strophes.wav,no,no,yes,,NA,0,1.932698413,,,,33,0,,missed duration
353,XC154441_terminal_strophes.wav,yes,use,yes,doublet drops,20,0,1.154580499,,,,27,0,,
354,XC185150_terminal_strophes.wav,yes,yes,,,NA,0,1.450362812,,,,NA,0,,
355,XC188417_terminal_strophes.wav,no,no,no,NA,NA,0,2.63814059,,,no,NA,0,,
356,XC188449_terminal_strophes_retrim2024.wav,yes,use/trim,,,18,0,1.15,,,,17,0,1.24,missed duration; trim and threshold
357,XC188748_terminal_strophes.wav,no,no,no,NA,NA,0,1.200333333,,,no,NA,0,,
358,XC188828_terminal_strophes_retrim2024.wav,no,use,yes,doublet,19,0,1.709138322,,,no,NA,0,,
359,XC189064_terminal_strophes.wav,yes,use,yes,doublet drops,22,0,1.669773243,,,,27,0,,
360,XC189065_terminal_strophes.wav,no,use/trim,no,doublet,24,0,1.45,,,,NA,0,,
361,XC189293_terminal_strophes.wav,no,no,yes,triplet?,NA,0,1.123106576,ambiguous?,,no,NA,0,,
362,XC189812_terminal_strophes.wav,yes,yes,yes,doublet drops,NA,0,1.343356009,,,,25,0,,
363,XC190047_terminal_strophes.wav,yes,use,yes,doublet drops,30,0,1.468730159,,,,43,0,1,missed duration; too messy to salvage
364,XC190052_terminal_strophes.wav,yes,yes,,doublet drops?,NA,0,1.003287982,,,,NA,0,,
365,XC191897_terminal_strophes.wav,yes,yes,,,NA,0,1.39893424,,,,NA,0,,
366,XC192191_terminal_strophes.wav,no,no,no,NA,NA,0,1.504013605,,,no,NA,0,,
367,XC210426_terminal_strophes.wav,no,yes,yes,doublet,NA,0,1.145375,,,,32,0,,
368,XC234159_terminal_strophes.wav,no,no,no,NA,NA,0,1.739886621,,,no,NA,0,,
369,XC236559_terminal_strophes_retrim2024.wav,no,trim,no,NA,NA,0,1.12,ambiguous?,,,NA,0,1.4,irregular
370,XC237030_terminal_strophes.wav,no,no,no,doublet,NA,0,0.961746032,,,no,NA,0,,
371,XC237649_terminal_strophes.wav,trim,no,yes,doublet drops,NA,0,1.1,alt: threshold to 10%,,,12,0,,
372,XC247314_terminal_strophes.wav,no,no,no,,NA,0,1.332040816,,,,NA,0,,inconsistent triplet (singer? recording?)
373,XC248010_terminal_strophes.wav,yes,yes,,,NA,0,1.354716553,,,,17,0,,missed duration
374,XC248011_terminal_strophes.wav,yes,yes,,,NA,0,1.195873016,,,,34,0,,inconsistent triplet (recording)
375,XC248012_terminal_strophes.wav,yes,yes,,,NA,0,1.970929705,,,,33,0,,
376,XC255486_terminal_strophes.wav,no,no,no,,NA,0,1.345714286,,,no,NA,0,,
377,XC265364_terminal_strophes.wav,no,no,no,,NA,0,2.454920635,,,no,NA,0,,
378,XC248004_terminal_strophes.wav,no,use,yes,,20,0,2.332743764,,,,20,0,,
379,XC296901_terminal_strophes.wav,no,no,no,NA,NA,0,1.903354167,,,no,NA,0,,
380,XC296909_terminal_strophes_retrim2024.wav,yes,yes,,,NA,0,1.232666667,,,,NA,0,,
381,XC296910_terminal_strophes.wav,no,trim,yes,,NA,0,1.25,,,,17,0,,missed duration
382,XC297384_terminal_strophes.wav,no,no,no,,NA,0,1.209833333,,,no,NA,0,,
383,XC297603_terminal_strophes.wav,yes,yes,,doublet drops,NA,0,1.773208333,,,,NA,0,,
384,XC297606_terminal_strophes.wav,yes,yes,,,NA,0,2.962770833,,,,33,0,,
385,XC298776_terminal_strophes.wav,yes,yes,,,NA,0,1.919863946,,,,NA,0,,
386,XC310232_terminal_strophes.wav,yes,yes,,,NA,0,1.478321995,,,,32,0,,
387,XC310235_terminal_strophes.wav,no,no,no,,NA,0,1.422267574,,,,16,0,,
388,XC312168_terminal_strophes.wav,no,no,no,,NA,0,1.971609977,,,no,NA,0,,
389,XC312259_terminal_strophes.wav,no,no,yes,,NA,0,2.549886621,,,,15,0,,
390,XC312855_terminal_strophes.wav,no,yes,yes,,NA,0,1.807278912,,,,29,0,,
391,XC319515_terminal_strophes.wav,no,no,no,,NA,0,1.413786848,,,,20,0,,
392,XC322417_terminal_strophes.wav,yes,yes,yes,doublet drops,NA,0,1.654399093,,,,NA,0,,
393,XC322428_terminal_strophes.wav,no,yes,no,doublet drops,NA,0,2.174807256,,,,NA,0,0.8,
394,XC329802_terminal_strophes.wav,yes,yes,yes,doublet drops,NA,0,1.40275,,,,45,0,,
395,XC329803_terminal_strophes.wav,no,no,no,NA,NA,0,3.076625,,,,31,0.85,2.05,
396,XC329805_terminal_strophes.wav,no,no,no,NA,NA,0,1.983708333,,,no,NA,0,,
397,XC329835_terminal_strophes.wav,yes,yes,yes,doublet drops,NA,0,2.10775,,,,10,0,,
398,XC329836_terminal_strophes.wav,yes,yes,yes,doublet drops,NA,0,1.668875,,,,18,0,,
399,XC329869_terminal_strophes.wav,no,no,no,,NA,0,1.604166667,,,no,NA,0,,
400,XC329880_terminal_strophes.wav,yes,yes,yes,doublet drops,NA,0,1.859875,,,,25,0,,missed duration
401,XC329881_terminal_strophes.wav,yes,yes,yes,doublet drops,NA,0,1.896520833,,,,NA,0.48,,
402,XC342661_terminal_strophes.wav,no,no,no,NA,NA,0,1.338208617,,,no,NA,0,,
403,XC342662_terminal_strophes.wav,yes,yes,yes,doublet drops,NA,0,1.311247166,,,,NA,0,,mixture
404,XC342663_terminal_strophes.wav,no,no,no,,NA,0,1.373015873,,,no,NA,0,,
405,XC342664_terminal_strophes.wav,yes,trim,yes,doublet drops,NA,0,1.4,,,,NA,0,,
406,XC363526_terminal_strophes.wav,no,use,yes,,10,0,1.151768707,,,,20,0,,
407,XC373459_terminal_strophes.wav,trim,no,yes,doublet drops,NA,0.4,2.162916667,,,,17,0.5,,could go either way
408,XC373510_terminal_strophes.wav,no,no,yes,,NA,0,1.713479167,,,no,NA,0,,
409,XC373803_terminal_strophes.wav,trim,trim,yes,doublet drops?,NA,0,1.35,,,,20,0,,
410,XC424319_terminal_strophes.wav,yes,yes,,,NA,0,2.027958333,,,,NA,0,,
411,XC467600_terminal_strophes.wav,no,use/trim,no,,23,0,1.35,,,,28,0,,
412,XC480251_terminal_strophes.wav,no,no,no,NA,NA,0,2.342770833,,,no,NA,0,,
